stdno,schoolyear,term,course,section,units,grade,courserank,contrib
5446-78109,2015,FIRST,MATH 36,H-1R,5,____,0,0.0000,
5446-78109,2015,FIRST,MATH 38,T-1R,3,____,0,0.0000,
5446-78109,2015,FIRST,CMSC 11,U-2L,3,____,0,0.0000,
8343-45573,2015,FIRST,BIO 3,E-2L,5,____,1,1.0000,
1491-24195,2015,FIRST,ChE 155,5L,2,____,4,1.0000,
1491-24195,2015,FIRST,CHEM 112,G,3,____,7,1.0000,
6993-50660,2015,FIRST,CHEM 32.0,U,3,____,2,1.0000,
4600-78660,2015,FIRST,ENSC 26,C-3L,3,____,0,0.0000,
5275-71522,2015,FIRST,IE 151,ST-1L,3,____,1,1.0000,
5275-71522,2015,FIRST,IE 134,ST-1L,3,____,5,1.0000,
5275-71522,2015,FIRST,ENSC 26,C-1L,3,____,0,0.0000,
5275-71522,2015,FIRST,ENSC 16,B,3,____,0,0.0000,
7728-34581,2015,FIRST,MCB 180,T-4L,3,____,2,1.0000,
7728-34581,2015,FIRST,CRSC 1,Y-2L,3,____,3,1.0000,
7728-34581,2015,FIRST,CHEM 40.0,C,3,____,4,1.0000,
7728-34581,2015,FIRST,CHEM 40.1,2L,1,____,5,1.0000,
3693-48356,2015,FIRST,ECON 103,U,3,____,1,1.0000,
3693-48356,2015,FIRST,HUM 2(AH),X1-1R,3,____,0,0.0000,
4340-96812,2015,FIRST,ZOO 113,X-4L,5,____,1,1.0000,
4340-96812,2015,FIRST,ZOO 173,B-2L,3,____,2,1.0000,
4340-96812,2015,FIRST,MATH 26,S-2R,3,____,3,1.0000,
5502-01684,2015,FIRST,AERS 142,U,3,____,4,1.0000,
5502-01684,2015,FIRST,CRSC 1,Y-4L,3,____,0,0.0000,
6219-82674,2015,FIRST,AECO 160,CD-1L,3,____,6,1.0000,
8999-18583,2015,FIRST,CMSC 131,C-1L,3,____,1,1.0000,
8999-18583,2015,FIRST,CMSC 124,T-4L,3,____,2,1.0000,
8999-18583,2015,FIRST,CMSC 127,ST-2L,3,____,3,1.0000,
8999-18583,2015,FIRST,CMSC 100,EF-1L,3,____,4,1.0000,
8999-18583,2015,FIRST,CMSC 141,D-6L,3,____,0,0.0000,
4076-52930,2015,FIRST,CRPT 1,T-1L,3,____,3,1.0000,
4076-52930,2015,FIRST,AGRI 11,A,1,____,7,1.0000,
6819-07667,2015,FIRST,ChE 145,U,3,____,1,1.0000,
6192-32458,2015,FIRST,IE 21,W,3,____,1,1.0000,
4369-04923,2015,FIRST,HFDS 22,B,3,____,1,1.0000,
4369-04923,2015,FIRST,HUME 102,W,3,____,5,1.0000,
1966-63687,2015,FIRST,HNF 152,GH1-1L,3,____,3,1.0000,
3614-53561,2015,FIRST,BIO 3,E-2L,5,____,5,1.0000,
3614-53561,2015,FIRST,EDUC 102,U,3,____,8,1.0000,
4275-18329,2015,FIRST,CMSC 11,T-3L,3,____,7,1.0000,
4574-31080,2015,FIRST,MCB 180,T-4L,3,____,3,1.0000,
4574-31080,2015,FIRST,CHEM 40.0,X,3,____,7,1.0000,
4574-31080,2015,FIRST,CHEM 40.1,28L,1,____,8,1.0000,
4574-31080,2015,FIRST,CHEM 32.0,U,3,____,0,0.0000,
0676-05035,2015,FIRST,VETA 103,G-2L,3,____,1,1.0000,
0428-48978,2015,FIRST,STAT 135,W-1R,3,____,1,1.0000,
0428-48978,2015,FIRST,STAT 165,WX-2L,3,____,6,1.0000,
9157-26950,2015,FIRST,POSC 1(SSP),A-2R,3,____,0,0.0000,
1106-09521,2015,FIRST,HUM 2(AH),W-2R,3,____,3,1.0000,
1106-09521,2015,FIRST,PPTH 101,C,3,____,0,0.0000,
1106-09521,2015,FIRST,ENT 120,S-1L,3,____,0,0.0000,
1106-09521,2015,FIRST,ENT 176,V-1L,3,____,0,0.0000,
1389-52442,2015,FIRST,MATH 101,Y-2L,3,____,5,1.0000,
1389-52442,2015,FIRST,NASC 4(MST),G,3,____,6,1.0000,
1389-52442,2015,FIRST,CMSC 11,T-5L,3,____,7,1.0000,
4765-80870,2015,FIRST,HNF 125,U-1L,3,____,1,1.0000,
4765-80870,2015,FIRST,HNF 124,T-3L,3,____,2,1.0000,
4765-80870,2015,FIRST,HNF 42,S-2L,4,____,3,1.0000,
7897-90327,2015,FIRST,MATH 38,T-2R,3,____,0,0.0000,
2534-73234,2015,FIRST,SOC 151,V,3,____,2,1.0000,
2534-73234,2015,FIRST,SOC 140,X,3,____,6,1.0000,
4007-36908,2015,FIRST,CMSC 124,T-4L,3,____,1,1.0000,
4007-36908,2015,FIRST,CMSC 137,B-2L,3,____,6,1.0000,
4007-36908,2015,FIRST,CMSC 141,D-6L,3,____,0,0.0000,
7468-24793,2015,FIRST,COMA 101,T,3,____,3,1.0000,
3924-29434,2015,FIRST,CE 121,AB1-2C,3,____,2,1.0000,
3924-29434,2015,FIRST,CE 131,U-2C,3,____,7,1.0000,
3924-29434,2015,FIRST,ENSC 18,V-1L,3,____,8,1.0000,
6123-81594,2015,FIRST,ChE 145,U,3,____,2,1.0000,
2543-06753,2015,FIRST,MCB 180,B-3L,3,____,2,1.0000,
2543-06753,2015,FIRST,CHEM 16.0,Y,3,____,4,1.0000,
2543-06753,2015,FIRST,MATH 26,S-1R,3,____,6,1.0000,
0446-03118,2015,FIRST,CMSC 127,ST-3L,3,____,3,1.0000,
0446-03118,2015,FIRST,MATH 28,T-1R,3,____,0,0.0000,
5182-00449,2015,FIRST,CRPT 2,G-6L,3,____,2,1.0000,
7238-64060,2015,FIRST,BOT 132,T-1L,3,____,2,1.0000,
7238-64060,2015,FIRST,CHEM 40.0,A,3,____,4,1.0000,
7238-64060,2015,FIRST,CHEM 40.1,19L,1,____,5,1.0000,
7238-64060,2015,FIRST,BOT 110,B-1L,3,____,0,0.0000,
4674-59049,2015,FIRST,CMSC 124,T-4L,3,____,2,1.0000,
4674-59049,2015,FIRST,CMSC 127,ST-3L,3,____,3,1.0000,
4674-59049,2015,FIRST,CMSC 100,EF-1L,3,____,4,1.0000,
7045-22831,2015,FIRST,MATH 26,S-1R,3,____,3,1.0000,
4952-63924,2015,FIRST,MATH 36,H-1R,5,____,5,1.0000,
7713-37381,2015,FIRST,POSC 1(SSP),A-3R,3,____,8,1.0000,
1642-74946,2015,FIRST,ABE 50,A-1L,3,____,3,1.0000,
1642-74946,2015,FIRST,ABE 31,T-1L,2,____,5,1.0000,
1642-74946,2015,FIRST,ENSC 16,B,3,____,7,1.0000,
1642-74946,2015,FIRST,ENSC 18,V-1L,3,____,8,1.0000,
7814-24661,2015,FIRST,CHEM 112,Z,3,____,4,1.0000,
5193-20989,2015,FIRST,CMSC 131,C-1L,3,____,1,1.0000,
5193-20989,2015,FIRST,CMSC 127,S-1L,3,____,2,1.0000,
5193-20989,2015,FIRST,CMSC 124,T-3L,3,____,3,1.0000,
5193-20989,2015,FIRST,CMSC 141,D-6L,3,____,6,1.0000,
9943-82797,2015,FIRST,CHEM 40.0,A,3,____,2,1.0000,
9943-82797,2015,FIRST,CHEM 40.1,11L,1,____,3,1.0000,
9943-82797,2015,FIRST,MATH 38,T-2R,3,____,7,1.0000,
1570-90329,2015,FIRST,CHEM 112,Z,3,____,4,1.0000,
9814-69381,2015,FIRST,CHEM 112,Z,3,____,7,1.0000,
7206-48250,2015,FIRST,HUME 103,X1,3,____,4,1.0000,
7206-48250,2015,FIRST,HFDS 22,B,3,____,5,1.0000,
7206-48250,2015,FIRST,HFDS 14,G-1L,3,____,0,0.0000,
8594-57062,2015,FIRST,FRM 94,Y-3L,3,____,1,1.0000,
8594-57062,2015,FIRST,SFI 31,G-2L,4,____,2,1.0000,
8594-57062,2015,FIRST,FPPS 42,ST-1L,3,____,4,1.0000,
8594-57062,2015,FIRST,FPPS 43,ST-1L,3,____,5,1.0000,
9117-40010,2015,FIRST,BIO 2,W-2L,3,____,6,1.0000,
9117-40010,2015,FIRST,HUM 2(AH),V-4R,3,____,0,0.0000,
1542-88970,2015,FIRST,MGT 115,F,3,____,0,0.0000,
0320-37938,2015,FIRST,MGT 141,E,3,____,1,1.0000,
4264-32422,2015,FIRST,MATH 26,S-1R,3,____,4,1.0000,
4264-32422,2015,FIRST,MGT 115,F,3,____,0,0.0000,
3701-85697,2015,FIRST,DEVC 197,T-2R,3,____,0,0.0000,
1871-13685,2015,FIRST,ZOO 120,ABST-1L,5,____,0,0.0000,
1871-13685,2015,FIRST,ZOO 115,T-1L,3,____,0,0.0000,
1563-22312,2015,FIRST,AMAT 112,B,3,____,6,1.0000,
3695-02745,2015,FIRST,HNF 111,T-2L,4,____,1,1.0000,
8900-63389,2015,FIRST,DEVC 125,CD-1L,3,____,5,1.0000,
8900-63389,2015,FIRST,DEVC 197,T-1R,3,____,6,1.0000,
8900-63389,2015,FIRST,SDS 10,V,3,____,0,0.0000,
8900-63389,2015,FIRST,NASC 10(MST),U,3,____,0,0.0000,
5341-93771,2015,FIRST,ABE 50,A-1L,3,____,3,1.0000,
5341-93771,2015,FIRST,ABE 31,T-1L,2,____,4,1.0000,
5341-93771,2015,FIRST,ABE 137,B-1L,3,____,0,0.0000,
2074-44568,2015,FIRST,CERP 31,E,3,____,5,1.0000,
9980-29666,2015,FIRST,MATH 101,Y-2L,3,____,2,1.0000,
9980-29666,2015,FIRST,MATH 174,B-4L,3,____,0,0.0000,
3492-37208,2015,FIRST,MATH 101,Y-2L,3,____,2,1.0000,
3492-37208,2015,FIRST,MATH 38,T-2R,3,____,3,1.0000,
3492-37208,2015,FIRST,EDUC 102,U,3,____,4,1.0000,
7595-18281,2015,FIRST,CHEM 44.0,B,3,____,3,1.0000,
7595-18281,2015,FIRST,CHEM 44.1,2L,2,____,4,1.0000,
7595-18281,2015,FIRST,MATH 1(MST),Z,3,____,0,0.0000,
6070-08416,2015,FIRST,MATH 181,E,3,____,2,1.0000,
6070-08416,2015,FIRST,MATH 174,B-4L,3,____,3,1.0000,
6070-08416,2015,FIRST,MATH 120,D,3,____,6,1.0000,
3512-46797,2015,FIRST,MATH 26,S-1R,3,____,7,1.0000,
3512-46797,2015,FIRST,NASC 4(MST),G,3,____,0,0.0000,
7914-75078,2015,FIRST,MATH 26,S-1R,3,____,2,1.0000,
7914-75078,2015,FIRST,NASC 10(MST),U,3,____,0,0.0000,
6570-40211,2015,FIRST,MATH 26,S-1R,3,____,8,1.0000,
6570-40211,2015,FIRST,BIO 70,Z,3,____,0,0.0000,
6570-40211,2015,FIRST,MATH 1(MST),V,3,____,0,0.0000,
6856-74836,2015,FIRST,MATH 26,S-1R,3,____,3,1.0000,
6856-74836,2015,FIRST,CMSC 57,V-2L,3,____,4,1.0000,
6856-74836,2015,FIRST,HUM 2(AH),X1-1R,3,____,0,0.0000,
2569-23726,2015,FIRST,ENSC 26,C-3L,3,____,3,1.0000,
7110-85695,2015,FIRST,MATH 38,T-2R,3,____,3,1.0000,
7110-85695,2015,FIRST,NASC 7(MST),U,3,____,6,1.0000,
4987-03325,2015,FIRST,COMA 101,T,3,____,2,1.0000,
4987-03325,2015,FIRST,SPAN II,X,3,____,3,1.0000,
7963-85529,2015,FIRST,ZOTC 111,AB,3,____,4,1.0000,
1105-67165,2015,FIRST,ANSC 101,C-1L,3,____,0,0.0000,
1105-67165,2015,FIRST,AGRI 121,T,3,____,0,0.0000,
1105-67165,2015,FIRST,ANSC 106,UV-1L,3,____,0,0.0000,
1105-67165,2015,FIRST,ANSC 111,S-1L,3,____,0,0.0000,
1105-67165,2015,FIRST,ANSC 116,B-2L,3,____,0,0.0000,
8959-22946,2015,FIRST,MATH 101,Y-2L,3,____,2,1.0000,
8959-22946,2015,FIRST,POSC 1(SSP),A-3R,3,____,3,1.0000,
8959-22946,2015,FIRST,HUM 2(AH),V-3R,3,____,6,1.0000,
4359-94691,2015,FIRST,CMSC 11,U-2L,3,____,0,0.0000,
4359-94691,2015,FIRST,MATH 165,T,3,____,0,0.0000,
9831-97705,2015,FIRST,STAT 135,W-1R,3,____,2,1.0000,
9831-97705,2015,FIRST,STAT 144,CD-1R,3,____,3,1.0000,
9831-97705,2015,FIRST,STAT 172,AB-2L,3,____,5,1.0000,
1703-79386,2015,FIRST,MATH 38,T-2R,3,____,4,1.0000,
3404-95932,2015,FIRST,MATH 101,Y-2L,3,____,1,1.0000,
3404-95932,2015,FIRST,MATH 38,T-2R,3,____,4,1.0000,
2192-13458,2015,FIRST,IE 3,V,3,____,7,1.0000,
2192-13458,2015,FIRST,CMSC 11,T-2L,3,____,0,0.0000,
3808-05545,2015,FIRST,CMSC 100,EF-3L,3,____,4,1.0000,
3808-05545,2015,FIRST,CMSC 21,ST-1L,3,____,5,1.0000,
3808-05545,2015,FIRST,NASC 7(MST),U,3,____,7,1.0000,
9672-01633,2015,FIRST,PE 2-BR,BR-ST,0,____,1,1.0000,
2192-28007,2015,FIRST,AECO 120,U-1R,3,____,6,1.0000,
2192-28007,2015,FIRST,MATH 1(MST),Z,3,____,0,0.0000,
2192-28007,2015,FIRST,POSC 1(SSP),A-2R,3,____,0,0.0000,
5900-61985,2015,FIRST,MATH 174,B-4L,3,____,3,1.0000,
5900-61985,2015,FIRST,MATH 120,D,3,____,0,0.0000,
7286-93393,2015,FIRST,ENSC 26,C-3L,3,____,7,1.0000,
2598-92232,2015,FIRST,SFI 100,ST-1L,3,____,4,1.0000,
2598-92232,2015,FIRST,NASC 2(MST),G,3,____,8,1.0000,
9494-54009,2015,FIRST,CHEM 32.0,U,3,____,3,1.0000,
9494-54009,2015,FIRST,CHEM 40.0,A,3,____,5,1.0000,
9494-54009,2015,FIRST,MATH 38,T-2R,3,____,6,1.0000,
9494-54009,2015,FIRST,NASC 9(MST),X,3,____,0,0.0000,
8882-96419,2015,FIRST,MATH 38,T-2R,3,____,3,1.0000,
7294-87239,2015,FIRST,HUME 102,W,3,____,0,0.0000,
7294-87239,2015,FIRST,HFDS 13,B,3,____,0,0.0000,
7294-87239,2015,FIRST,HFDS 14,G-1L,3,____,0,0.0000,
3801-33301,2015,FIRST,HUM 2(AH),V-4R,3,____,4,1.0000,
3801-33301,2015,FIRST,AECO 160,CD-1L,3,____,7,1.0000,
3801-33301,2015,FIRST,AECO 104,T-2L,3,____,0,0.0000,
6414-32059,2015,FIRST,HUM 2(AH),V-4R,3,____,7,1.0000,
6414-32059,2015,FIRST,ENSC 26,C-3L,3,____,0,0.0000,
1473-12988,2015,FIRST,VETA 103,G-2L,3,____,0,0.0000,
1473-12988,2015,FIRST,ZOTC 111,AB,3,____,0,0.0000,
6875-77959,2015,FIRST,AECO 120,U-1R,3,____,5,1.0000,
6832-90984,2015,FIRST,NASC 10(MST),U,3,____,6,1.0000,
7789-02646,2015,FIRST,PE 2-AD,AD-X,0,____,2,1.0000,
7789-02646,2015,FIRST,SFI 100,ST-1L,3,____,9,1.0000,
7513-05413,2015,FIRST,SFI 100,ST-1L,3,____,3,1.0000,
7459-90426,2015,FIRST,MATH 174,B-4L,3,____,3,1.0000,
7459-90426,2015,FIRST,MATH 120,D,3,____,0,0.0000,
3341-10708,2015,FIRST,CRPT 2,G-6L,3,____,7,1.0000,
9415-74358,2015,FIRST,CHEM 40.1,25L,1,____,2,1.0000,
9415-74358,2015,FIRST,VETA 103,G-2L,3,____,0,0.0000,
9415-74358,2015,FIRST,ZOTC 111,AB,3,____,0,0.0000,
2725-23983,2015,FIRST,MATH 36,H-1R,5,____,3,1.0000,
2725-23983,2015,FIRST,IE 3,V,3,____,4,1.0000,
2196-89845,2015,FIRST,STAT 172,AB-4L,3,____,3,1.0000,
9108-67218,2015,FIRST,MATH 26,S-1R,3,____,2,1.0000,
4031-79778,2015,FIRST,CMSC 131,C-4L,3,____,2,1.0000,
4031-79778,2015,FIRST,CMSC 127,S-1L,3,____,3,1.0000,
4031-79778,2015,FIRST,CMSC 124,T-3L,3,____,4,1.0000,
4031-79778,2015,FIRST,HUM 2(AH),X1-1R,3,____,6,1.0000,
4031-79778,2015,FIRST,CMSC 141,D-4L,3,____,0,0.0000,
0811-46736,2015,FIRST,SOC 151,V,3,____,4,1.0000,
0811-46736,2015,FIRST,SOC 140,X,3,____,0,0.0000,
5532-44584,2015,FIRST,HUM 2(AH),V-4R,3,____,0,0.0000,
0307-76198,2015,FIRST,CRPT 2,G-5L,3,____,3,1.0000,
0307-76198,2015,FIRST,AGRI 121,X,3,____,0,0.0000,
4856-89073,2015,FIRST,STAT 165,WX-2L,3,____,0,0.0000,
1680-45054,2015,FIRST,MATH 101,Y-1L,3,____,3,1.0000,
1680-45054,2015,FIRST,CMSC 11,T-5L,3,____,6,1.0000,
0836-05033,2015,FIRST,SOC 151,V,3,____,3,1.0000,
0836-05033,2015,FIRST,ANTH 10,B,3,____,0,0.0000,
6131-84762,2015,FIRST,AECO 120,U-1R,3,____,0,0.0000,
8365-85095,2015,FIRST,NASC 4(MST),G,3,____,6,1.0000,
8365-85095,2015,FIRST,MATH 1(MST),V,3,____,0,0.0000,
9916-00351,2015,FIRST,CMSC 2,E-5L,3,____,7,1.0000,
9217-69887,2015,FIRST,CHEM 160,A,3,____,4,1.0000,
9217-69887,2015,FIRST,FST 101,ST-1L,3,____,5,1.0000,
9865-24626,2015,FIRST,HUM 2(AH),W-4R,3,____,0,0.0000,
0873-10552,2015,FIRST,ENSC 26,C-1L,3,____,0,0.0000,
4569-63626,2015,FIRST,PE 2-BW,BW-CD,0,____,1,1.0000,
4415-41472,2015,FIRST,PE 2-BW,BW-CD,0,____,1,1.0000,
4415-41472,2015,FIRST,HUM 2(AH),W-4R,3,____,6,1.0000,
5195-99133,2015,FIRST,NASC 7(MST),U,3,____,6,1.0000,
5195-99133,2015,FIRST,AGRI 121,T,3,____,0,0.0000,
2701-10711,2015,FIRST,SFI 100,ST-1L,3,____,4,1.0000,
2701-10711,2015,FIRST,HUM 2(AH),W-4R,3,____,0,0.0000,
8478-50461,2015,FIRST,AGRI 121,X,3,____,0,0.0000,
5025-27338,2015,FIRST,MATH 26,S-1R,3,____,4,1.0000,
8763-93596,2015,FIRST,HUME 102,W,3,____,0,0.0000,
8763-93596,2015,FIRST,MATH 1(MST),V,3,____,0,0.0000,
2932-92432,2015,FIRST,STAT 165,WX-2L,3,____,0,0.0000,
9380-84325,2015,FIRST,VETA 103,G-2L,3,____,4,1.0000,
9380-84325,2015,FIRST,ZOTC 111,AB,3,____,6,1.0000,
2557-27073,2015,FIRST,PE 2-WT,WT-U,0,____,1,1.0000,
4065-39587,2015,FIRST,CRPT 2,G-5L,3,____,5,1.0000,
4065-39587,2015,FIRST,NASC 7(MST),U,3,____,0,0.0000,
4065-39587,2015,FIRST,AGRI 121,T,3,____,0,0.0000,
0149-17679,2015,FIRST,STAT 135,W-1R,3,____,3,1.0000,
0149-17679,2015,FIRST,STAT 144,CD-1R,3,____,4,1.0000,
0149-17679,2015,FIRST,STAT 172,AB-3L,3,____,5,1.0000,
8794-47901,2015,FIRST,MATH 2(MST),S,3,____,1,1.0000,
8794-47901,2015,FIRST,CHEM 160,A,3,____,6,1.0000,
3395-22900,2015,FIRST,CMSC 11,T-6L,3,____,2,1.0000,
3395-22900,2015,FIRST,HUM 2(AH),X1-1R,3,____,5,1.0000,
3395-22900,2015,FIRST,MATH 2(MST),S,3,____,7,1.0000,
5570-97792,2015,FIRST,MATH 38,T-2R,3,____,3,1.0000,
5570-97792,2015,FIRST,HUM 2(AH),W-4R,3,____,5,1.0000,
5570-97792,2015,FIRST,MATH 2(MST),S,3,____,0,0.0000,
4077-58041,2015,FIRST,MATH 1(MST),Z,3,____,3,1.0000,
4077-58041,2015,FIRST,CHEM 44.0,B,3,____,4,1.0000,
4077-58041,2015,FIRST,CHEM 44.1,2L,2,____,5,1.0000,
3852-14997,2015,FIRST,ENSC 26,C-3L,3,____,3,1.0000,
1375-74408,2015,FIRST,ENSC 26,C-3L,3,____,7,1.0000,
5806-96879,2015,FIRST,MATH 2(MST),S,3,____,1,1.0000,
5806-96879,2015,FIRST,CHEM 160,A,3,____,6,1.0000,
5806-96879,2015,FIRST,HUM 2(AH),W-4R,3,____,0,0.0000,
0843-08283,2015,FIRST,AECO 120,T-2R,3,____,0,0.0000,
5716-48973,2015,FIRST,MATH 38,T-2R,3,____,3,1.0000,
2720-35748,2015,FIRST,IE 3,V,3,____,2,1.0000,
2720-35748,2015,FIRST,MATH 38,T-1R,3,____,3,1.0000,
2720-35748,2015,FIRST,NASC 4(MST),G,3,____,0,0.0000,
4348-01392,2015,FIRST,NASC 7(MST),U,3,____,3,1.0000,
4348-01392,2015,FIRST,MATH 17,X-4R,5,____,4,1.0000,
2820-47335,2015,FIRST,HFDS 22,B,3,____,3,1.0000,
3732-31279,2015,FIRST,NASC 2(MST),T,3,____,0,0.0000,
4200-42934,2015,FIRST,HUME 103,F,3,____,3,1.0000,
4200-42934,2015,FIRST,CERP 131,U,3,____,4,1.0000,
4200-42934,2015,FIRST,HUM 2(AH),W-4R,3,____,5,1.0000,
4200-42934,2015,FIRST,SOC 140,X,3,____,8,1.0000,
4200-42934,2015,FIRST,CERP 11,T,3,____,9,1.0000,
4200-42934,2015,FIRST,CERP 122,C,3,____,0,0.0000,
6384-24435,2015,FIRST,MATH 38,T-1R,3,____,5,1.0000,
6565-82607,2015,FIRST,MATH 120,D,3,____,6,1.0000,
6565-82607,2015,FIRST,CMSC 11,T-4L,3,____,0,0.0000,
6565-82607,2015,FIRST,IE 3,V,3,____,0,0.0000,
9430-18329,2015,FIRST,HUM 2(AH),W-4R,3,____,0,0.0000,
9430-18329,2015,FIRST,NASC 2(MST),T,3,____,0,0.0000,
2001-11093,2015,FIRST,STAT 144,CD-1R,3,____,3,1.0000,
2001-11093,2015,FIRST,STAT 172,AB-3L,3,____,4,1.0000,
2001-11093,2015,FIRST,CMSC 21,UV-1L,3,____,7,1.0000,
1816-48534,2015,FIRST,MATH 2(MST),S,3,____,3,1.0000,
1816-48534,2015,FIRST,HUM 2(AH),W-4R,3,____,7,1.0000,
1816-48534,2015,FIRST,MATH 1(MST),Z,3,____,0,0.0000,
1816-48534,2015,FIRST,POSC 1(SSP),A-2R,3,____,0,0.0000,
5889-68195,2015,FIRST,ENSC 26,C-2L,3,____,4,1.0000,
9065-27207,2015,FIRST,MGT 101,X,3,____,0,0.0000,
9065-27207,2015,FIRST,HNF 111,A-1L,4,____,0,0.0000,
9786-64422,2015,FIRST,CMSC 131,AB-2L,3,____,2,1.0000,
9786-64422,2015,FIRST,CMSC 124,B-4L,3,____,3,1.0000,
9786-64422,2015,FIRST,CMSC 127,ST-3L,3,____,4,1.0000,
9786-64422,2015,FIRST,CMSC 100,EF-1L,3,____,5,1.0000,
6989-68782,2015,FIRST,HUM 2(AH),V-4R,3,____,4,1.0000,
6989-68782,2015,FIRST,FBS 36,B-3L,3,____,8,1.0000,
6413-43526,2015,FIRST,VETA 103,G-2L,3,____,1,1.0000,
6413-43526,2015,FIRST,ZOTC 111,AB,3,____,3,1.0000,
6413-43526,2015,FIRST,CHEM 160,S,3,____,4,1.0000,
8468-90826,2015,FIRST,PHYS 111,Y,3,____,4,1.0000,
5769-76710,2015,FIRST,PE 2-BW,BW-CD,0,____,1,1.0000,
5769-76710,2015,FIRST,HUME 103,X,3,____,3,1.0000,
5769-76710,2015,FIRST,CERP 131,U,3,____,4,1.0000,
5769-76710,2015,FIRST,CERP 122,T,3,____,0,0.0000,
5769-76710,2015,FIRST,BIO 151,B,3,____,0,0.0000,
5189-04800,2015,FIRST,ENSC 26,C-2L,3,____,7,1.0000,
5189-04800,2015,FIRST,HUM 2(AH),W-4R,3,____,0,0.0000,
8727-01638,2015,FIRST,CHEM 32.0,U,3,____,6,1.0000,
0240-30842,2015,FIRST,ENSC 26,C-2L,3,____,0,0.0000,
0829-86495,2015,FIRST,MATH 26,S-1R,3,____,2,1.0000,
0829-86495,2015,FIRST,HUM 2(AH),W-4R,3,____,6,1.0000,
2779-59425,2015,FIRST,MATH 2(MST),S,3,____,5,1.0000,
2779-59425,2015,FIRST,AERS 160,X,3,____,7,1.0000,
2779-59425,2015,FIRST,ANTH 10,T,3,____,8,1.0000,
2779-59425,2015,FIRST,SOC 151,U,3,____,0,0.0000,
4713-60656,2015,FIRST,MATH 36,H-1R,5,____,5,1.0000,
4849-84499,2015,FIRST,MATH 38,T-1R,3,____,6,1.0000,
6786-52997,2015,FIRST,HUM 2(AH),W-4R,3,____,8,1.0000,
1600-23283,2015,FIRST,CMSC 57,V-2L,3,____,3,1.0000,
4715-51552,2015,FIRST,CMSC 131,C-1L,3,____,2,1.0000,
4715-51552,2015,FIRST,CMSC 127,S-1L,3,____,3,1.0000,
4715-51552,2015,FIRST,CMSC 124,T-3L,3,____,4,1.0000,
4715-51552,2015,FIRST,CMSC 141,D-6L,3,____,0,0.0000,
2605-91583,2015,FIRST,MATH 38,T-1R,3,____,5,1.0000,
6044-63179,2015,FIRST,CMSC 131,AB-2L,3,____,1,1.0000,
6044-63179,2015,FIRST,CMSC 124,B-4L,3,____,2,1.0000,
6044-63179,2015,FIRST,CMSC 127,ST-3L,3,____,3,1.0000,
6044-63179,2015,FIRST,CMSC 100,EF-1L,3,____,4,1.0000,
3868-81610,2015,FIRST,POSC 1(SSP),A-3R,3,____,1,1.0000,
8512-96882,2015,FIRST,MATH 17,U-4R,5,____,3,1.0000,
8512-96882,2015,FIRST,STAT 165,WX-2L,3,____,0,0.0000,
8938-17935,2015,FIRST,CMSC 131,AB-2L,3,____,2,1.0000,
8938-17935,2015,FIRST,CMSC 124,B-4L,3,____,3,1.0000,
8938-17935,2015,FIRST,CMSC 127,ST-3L,3,____,4,1.0000,
8938-17935,2015,FIRST,CMSC 100,EF-1L,3,____,5,1.0000,
8490-07346,2015,FIRST,MCB 180,B-3L,3,____,6,1.0000,
9397-37619,2015,FIRST,MATH 120,D,3,____,5,1.0000,
5232-90544,2015,FIRST,MATH 120,D,3,____,6,1.0000,
2603-22223,2015,FIRST,MATH 26,S-1R,3,____,5,1.0000,
2603-22223,2015,FIRST,AECO 120,T-2R,3,____,0,0.0000,
4256-08944,2015,FIRST,NASC 2(MST),G,3,____,8,1.0000,
8883-15086,2015,FIRST,VETA 103,G-1L,3,____,5,1.0000,
8883-15086,2015,FIRST,ZOTC 111,AB,3,____,7,1.0000,
5467-52244,2015,FIRST,POSC 1(SSP),A-3R,3,____,4,1.0000,
4393-85364,2015,FIRST,ENSC 26,C-2L,3,____,0,0.0000,
4393-85364,2015,FIRST,NASC 4(MST),G,3,____,0,0.0000,
1208-04721,2015,FIRST,SFI 100,ST-1L,3,____,5,1.0000,
1208-04721,2015,FIRST,NASC 10(MST),U,3,____,0,0.0000,
6731-28825,2015,FIRST,HUM 2(AH),W-4R,3,____,0,0.0000,
7515-39902,2015,FIRST,MATH 101,Y-1L,3,____,5,1.0000,
7515-39902,2015,FIRST,HUM 2(AH),V-3R,3,____,0,0.0000,
6927-24725,2015,FIRST,HNF 61,Z,3,____,7,1.0000,
5474-46318,2015,FIRST,MCB 180,T-3L,3,____,4,1.0000,
5474-46318,2015,FIRST,NASC 9(MST),X,3,____,0,0.0000,
5474-46318,2015,FIRST,FST 101,ST-1L,3,____,0,0.0000,
8521-05259,2015,FIRST,FIL 21,W,3,____,4,1.0000,
3845-07598,2015,FIRST,ENSC 26,C-2L,3,____,2,1.0000,
2776-86127,2015,FIRST,STAT 144,CD-1R,3,____,2,1.0000,
2776-86127,2015,FIRST,STAT 172,AB-3L,3,____,4,1.0000,
0952-14540,2015,FIRST,MST 101c,AR1,1,____,4,1.0000,
0952-14540,2015,FIRST,MST 195,U,2,____,6,1.0000,
0952-14540,2015,FIRST,MATH 26,S-1R,3,____,8,1.0000,
0952-14540,2015,FIRST,BIO 70,Z,3,____,0,0.0000,
