stdno,schoolyear,term,course,section,units,grade,courserank,contrib
9741-18727,2015,FIRST,PE 2-PF,PF-YZ2,0,____,2,1.0000,
9741-18727,2015,FIRST,MATH 37,X-1R,5,____,3,1.0000,
9741-18727,2015,FIRST,PHYS 81,ABST-4L,5,____,4,1.0000,
9741-18727,2015,FIRST,CHEM 15.1,2L,2,____,5,1.0000,
9741-18727,2015,FIRST,SPCM 1(AH),W-4R,3,____,6,1.0000,
9741-18727,2015,FIRST,CHEM 15.0,G,3,____,7,1.0000,
4356-53720,2015,FIRST,HFDS 12,C,3,____,7,1.0000,
4356-53720,2015,FIRST,HUM 2(AH),B-4R,3,____,0,0.0000,
4356-53720,2015,FIRST,NASC 7(MST),T,3,____,0,0.0000,
9996-98856,2015,FIRST,PE 2-BW,BW-EF2,0,____,1,1.0000,
9996-98856,2015,FIRST,HFDS 12,C,3,____,8,1.0000,
9996-98856,2015,FIRST,MATH 2(MST),S,3,____,9,1.0000,
9996-98856,2015,FIRST,HUM 2(AH),V-1R,3,____,0,0.0000,
9996-98856,2015,FIRST,NASC 8(MST),D-1R,3,____,0,0.0000,
8726-52886,2015,FIRST,PE 2-BT,BT-Y,0,____,1,1.0000,
8726-52886,2015,FIRST,ANSC 2,T-4L,3,____,3,1.0000,
8726-52886,2015,FIRST,CRSC 2,UV-5L,3,____,4,1.0000,
8726-52886,2015,FIRST,SOIL 1,U-2L,3,____,5,1.0000,
8726-52886,2015,FIRST,CRPT 1,T-4L,3,____,6,1.0000,
8726-52886,2015,FIRST,SPCM 1(AH),G-3R,3,____,7,1.0000,
8726-52886,2015,FIRST,MATH 2(MST),H,3,____,8,1.0000,
4688-03995,2015,FIRST,HFDS 12,D,3,____,8,1.0000,
4688-03995,2015,FIRST,NASC 7(MST),X,3,____,9,1.0000,
4688-03995,2015,FIRST,HUM 2(AH),B-6R,3,____,0,0.0000,
6437-80901,2015,FIRST,PE 2-AD,AD-X,0,____,1,1.0000,
6437-80901,2015,FIRST,BIO 150,W-2L,3,____,3,1.0000,
6437-80901,2015,FIRST,HFDS 11,Y,3,____,6,1.0000,
6437-80901,2015,FIRST,NASC 4(MST),V,3,____,8,1.0000,
6437-80901,2015,FIRST,HUME 101,G,3,____,9,1.0000,
6437-80901,2015,FIRST,CERP 21,Z,3,____,0,0.0000,
3151-20058,2015,FIRST,BOT 11,B-3L,3,____,4,1.0000,
3151-20058,2015,FIRST,NASC 7(MST),T,3,____,8,1.0000,
6774-50870,2015,FIRST,BOT 11,B-3L,3,____,4,1.0000,
6774-50870,2015,FIRST,NASC 7(MST),T,3,____,0,0.0000,
2800-41036,2015,FIRST,CHEM 40.0,V,3,____,3,1.0000,
2800-41036,2015,FIRST,CHEM 40.1,13L,1,____,4,1.0000,
2800-41036,2015,FIRST,BIO 70,Z,3,____,5,1.0000,
2800-41036,2015,FIRST,BOT 3,AB-8L,3,____,6,1.0000,
2800-41036,2015,FIRST,MATH 26,EF-5R,3,____,7,1.0000,
2800-41036,2015,FIRST,MCB 1,U-7L,3,____,8,1.0000,
2800-41036,2015,FIRST,BIO 30,A-11L,3,____,9,1.0000,
9304-94139,2015,FIRST,COMA 101,T,3,____,3,1.0000,
9304-94139,2015,FIRST,MATH 2(MST),H,3,____,4,1.0000,
9304-94139,2015,FIRST,ENG 4,C,3,____,5,1.0000,
9304-94139,2015,FIRST,SPCM 102,G,3,____,6,1.0000,
9304-94139,2015,FIRST,FIL 21,Y,3,____,8,1.0000,
9304-94139,2015,FIRST,PI 10(SSP),B-6R,3,____,0,0.0000,
7515-93395,2015,FIRST,PE 2-RUN,RUN-YZ1,0,____,2,1.0000,
7515-93395,2015,FIRST,CMSC 21,UV-5L,3,____,3,1.0000,
7515-93395,2015,FIRST,CMSC 57,V-2L,3,____,4,1.0000,
7515-93395,2015,FIRST,MATH 27,W-1R,3,____,5,1.0000,
7515-93395,2015,FIRST,STAT 1,AB-3L,3,____,6,1.0000,
7515-93395,2015,FIRST,HUM 2(AH),F-3R,3,____,7,1.0000,
7515-93395,2015,FIRST,NASC 7(MST),T,3,____,8,1.0000,
2210-15398,2015,FIRST,HUM 1(AH),E,3,____,5,1.0000,
2210-15398,2015,FIRST,STAT 1,H-6L,3,____,6,1.0000,
2210-15398,2015,FIRST,SOC 116,A,3,____,7,1.0000,
2210-15398,2015,FIRST,SOC 105,V,3,____,8,1.0000,
2210-15398,2015,FIRST,AERS 160,X,3,____,0,0.0000,
2210-15398,2015,FIRST,SOC 120,C,3,____,0,0.0000,
2581-48775,2015,FIRST,MCB 1,U-10L,3,____,3,1.0000,
2581-48775,2015,FIRST,BIO 70,F,3,____,4,1.0000,
2581-48775,2015,FIRST,BOT 3,AB-2L,3,____,5,1.0000,
2581-48775,2015,FIRST,MATH 14,B-4R,3,____,6,1.0000,
2581-48775,2015,FIRST,BIO 30,S-6L,3,____,7,1.0000,
2581-48775,2015,FIRST,SOSC 3(SSP),V-2R,3,____,8,1.0000,
1819-61037,2015,FIRST,ENG 1(AH),X2-5R,3,____,2,1.0000,
1819-61037,2015,FIRST,BIO 2,W-4L,3,____,4,1.0000,
1819-61037,2015,FIRST,HUME 2,V,3,____,7,1.0000,
1819-61037,2015,FIRST,CERP 31,E,3,____,0,0.0000,
1819-61037,2015,FIRST,MATH 1(MST),Z,3,____,0,0.0000,
1819-61037,2015,FIRST,MATH 2(MST),H,3,____,0,0.0000,
8810-55158,2015,FIRST,DEVC 20,EF-2R,3,____,3,1.0000,
8810-55158,2015,FIRST,DEVC 30,X-4R,3,____,4,1.0000,
8810-55158,2015,FIRST,DEVC 40,WX-6R,3,____,5,1.0000,
8810-55158,2015,FIRST,DEVC 50,F-3R,3,____,6,1.0000,
8810-55158,2015,FIRST,STS 1,G1,3,____,7,1.0000,
7507-44485,2015,FIRST,ECON 102,C,3,____,4,1.0000,
7507-44485,2015,FIRST,HUM 1(AH),Z,3,____,8,1.0000,
7507-44485,2015,FIRST,NASC 10(MST),G,3,____,0,0.0000,
7507-44485,2015,FIRST,NASC 7(MST),T,3,____,0,0.0000,
4548-63403,2015,FIRST,PE 2-MVB,MVB-YZ,0,____,2,1.0000,
4548-63403,2015,FIRST,CHEM 40.0,V,3,____,3,1.0000,
4548-63403,2015,FIRST,CHEM 40.1,15L,1,____,4,1.0000,
4548-63403,2015,FIRST,BIO 30,A-9L,3,____,5,1.0000,
4548-63403,2015,FIRST,CRPT 1,T-4L,3,____,6,1.0000,
4548-63403,2015,FIRST,ANSC 2,T-4L,3,____,7,1.0000,
4548-63403,2015,FIRST,CRSC 2,U-2L,3,____,8,1.0000,
4548-63403,2015,FIRST,SPCM 1(AH),B-3R,3,____,9,1.0000,
0386-03342,2015,FIRST,HFDS 12,C,3,____,7,1.0000,
0386-03342,2015,FIRST,HUM 2(AH),B-1R,3,____,0,0.0000,
2515-88840,2015,FIRST,BOT 11,B-3L,3,____,4,1.0000,
2515-88840,2015,FIRST,HUM 2(AH),F-2R,3,____,6,1.0000,
2515-88840,2015,FIRST,NASC 7(MST),T,3,____,8,1.0000,
3223-80255,2015,FIRST,SPCM 1(AH),U1-5R,3,____,2,1.0000,
3223-80255,2015,FIRST,BIO 30,A-2L,3,____,3,1.0000,
3223-80255,2015,FIRST,STAT 1,D-1L,3,____,4,1.0000,
3223-80255,2015,FIRST,MST 101a,AR2,1,____,5,1.0000,
3223-80255,2015,FIRST,BIO 150,C-2L,3,____,6,1.0000,
3223-80255,2015,FIRST,EDUC 144,B,3,____,7,1.0000,
3223-80255,2015,FIRST,EDUC 102,W,3,____,8,1.0000,
8412-16486,2015,FIRST,CHEM 40.0,D,3,____,3,1.0000,
8412-16486,2015,FIRST,CHEM 40.1,2L,1,____,4,1.0000,
8412-16486,2015,FIRST,BIO 70,Z,3,____,5,1.0000,
8412-16486,2015,FIRST,BOT 3,AB-5L,3,____,6,1.0000,
8412-16486,2015,FIRST,MATH 26,EF-3R,3,____,7,1.0000,
8412-16486,2015,FIRST,PHYS 3,C-1L,3,____,8,1.0000,
8412-16486,2015,FIRST,MCB 1,U-7L,3,____,9,1.0000,
0159-61378,2015,FIRST,MATH 26,EF-1R,3,____,5,1.0000,
0159-61378,2015,FIRST,MST 101a,AR2,1,____,8,1.0000,
0159-61378,2015,FIRST,ENG 2(AH),U-3R,3,____,9,1.0000,
0159-61378,2015,FIRST,BIO 30,S-4L,3,____,0,0.0000,
1115-95599,2015,FIRST,MATH 26,EF-3R,3,____,3,1.0000,
1115-95599,2015,FIRST,STAT 1,ST-2L,3,____,4,1.0000,
1115-95599,2015,FIRST,ANSC 1,S-4L,3,____,6,1.0000,
1115-95599,2015,FIRST,PHYS 3,E-4L,3,____,7,1.0000,
1115-95599,2015,FIRST,CRSC 2,U-1L,3,____,8,1.0000,
1115-95599,2015,FIRST,HUM 2(AH),W-4R,3,____,0,0.0000,
0242-66675,2015,FIRST,COMA 101,D,3,____,3,1.0000,
0242-66675,2015,FIRST,NASC 6(MST),A,3,____,4,1.0000,
0242-66675,2015,FIRST,ENG 4,C,3,____,7,1.0000,
0242-66675,2015,FIRST,SPCM 102,U,3,____,8,1.0000,
0242-66675,2015,FIRST,NASC 7(MST),X,3,____,0,0.0000,
8267-87517,2015,FIRST,PE 2-SJ,SJ-U,0,____,1,1.0000,
8267-87517,2015,FIRST,CMSC 21,ST-3L,3,____,3,1.0000,
8267-87517,2015,FIRST,CMSC 57,T-1L,3,____,4,1.0000,
8267-87517,2015,FIRST,MATH 27,A-3R,3,____,5,1.0000,
8267-87517,2015,FIRST,STAT 1,AB-2L,3,____,6,1.0000,
8267-87517,2015,FIRST,HUM 1(AH),V,3,____,7,1.0000,
8267-87517,2015,FIRST,NASC 1(MST),D-4R,3,____,8,1.0000,
1085-21276,2015,FIRST,PE 2-FSW,FSW-AB,0,____,1,1.0000,
1085-21276,2015,FIRST,NASC 7(MST),T,3,____,2,1.0000,
1085-21276,2015,FIRST,BOT 11,B-3L,3,____,3,1.0000,
1085-21276,2015,FIRST,STAT 1,S-7L,3,____,6,1.0000,
1267-51682,2015,FIRST,PE 2-BW,BW-CD,0,____,1,1.0000,
1267-51682,2015,FIRST,COMA 101,G,3,____,3,1.0000,
1267-51682,2015,FIRST,ENG 4,W,3,____,5,1.0000,
1267-51682,2015,FIRST,SPCM 102,V,3,____,6,1.0000,
1267-51682,2015,FIRST,SOSC 4(SSP),C-1R,3,____,7,1.0000,
1267-51682,2015,FIRST,FIL 21,X,3,____,8,1.0000,
1267-51682,2015,FIRST,PI 10(SSP),Z1-5R,3,____,0,0.0000,
4437-71813,2015,FIRST,PE 2-PG,PG-UV2,0,____,1,1.0000,
4437-71813,2015,FIRST,SOC 116,A,3,____,6,1.0000,
4437-71813,2015,FIRST,SOC 105,Y,3,____,7,1.0000,
4437-71813,2015,FIRST,AERS 160,X,3,____,8,1.0000,
4437-71813,2015,FIRST,ANTH 10,T,3,____,0,0.0000,
4437-71813,2015,FIRST,HUM 2(AH),W-2R,3,____,0,0.0000,
4437-71813,2015,FIRST,SOC 120,C,3,____,0,0.0000,
3917-33101,2015,FIRST,MATH 37,C-5R,5,____,3,1.0000,
3917-33101,2015,FIRST,PHYS 81,GY-2L,5,____,4,1.0000,
3917-33101,2015,FIRST,STAT 101,B-1L,3,____,5,1.0000,
3917-33101,2015,FIRST,IE 31,D,3,____,6,1.0000,
3917-33101,2015,FIRST,ENSC 10a,6L,2,____,7,1.0000,
3917-33101,2015,FIRST,SPCM 1(AH),F-4R,3,____,8,1.0000,
7218-84931,2015,FIRST,PE 2-TTN,TTN-X,0,____,2,1.0000,
7218-84931,2015,FIRST,COMA 101,D,3,____,3,1.0000,
7218-84931,2015,FIRST,HUM 2(AH),F-6R,3,____,4,1.0000,
7218-84931,2015,FIRST,NASC 7(MST),T,3,____,5,1.0000,
7218-84931,2015,FIRST,ENG 4,C,3,____,6,1.0000,
7218-84931,2015,FIRST,SPCM 102,V,3,____,7,1.0000,
7218-84931,2015,FIRST,FIL 21,Y,3,____,8,1.0000,
6286-77629,2015,FIRST,NASC 2(MST),E,3,____,6,1.0000,
6286-77629,2015,FIRST,HUME 2,V,3,____,0,0.0000,
6286-77629,2015,FIRST,SOC 140,X,3,____,0,0.0000,
6286-77629,2015,FIRST,MATH 2(MST),S,3,____,0,0.0000,
9936-44274,2015,FIRST,PE 2-FSF,FSF-GH,0,____,2,1.0000,
9936-44274,2015,FIRST,CHEM 40.0,V,3,____,3,1.0000,
9936-44274,2015,FIRST,CHEM 40.1,5L,1,____,4,1.0000,
9936-44274,2015,FIRST,BIO 70,F,3,____,5,1.0000,
9936-44274,2015,FIRST,BOT 3,AB-3L,3,____,6,1.0000,
9936-44274,2015,FIRST,MATH 26,W-3R,3,____,7,1.0000,
9936-44274,2015,FIRST,PHYS 3,X-4L,3,____,8,1.0000,
9936-44274,2015,FIRST,MCB 1,U-10L,3,____,9,1.0000,
6703-44118,2015,FIRST,PE 2-FSF,FSF-GH,0,____,1,1.0000,
6703-44118,2015,FIRST,COMA 101,D,3,____,3,1.0000,
6703-44118,2015,FIRST,NASC 6(MST),B,3,____,4,1.0000,
6703-44118,2015,FIRST,ENG 4,C,3,____,5,1.0000,
6703-44118,2015,FIRST,SPCM 102,U,3,____,6,1.0000,
6703-44118,2015,FIRST,POSC 1(SSP),T-1R,3,____,7,1.0000,
6703-44118,2015,FIRST,FIL 21,Y,3,____,8,1.0000,
5827-15256,2015,FIRST,MATH 37,C-2R,5,____,3,1.0000,
5827-15256,2015,FIRST,MATH 101,Y-4L,3,____,4,1.0000,
5827-15256,2015,FIRST,PI 10(SSP),Z1-6R,3,____,5,1.0000,
4270-82228,2015,FIRST,PE 2-BT,BT-CD,0,____,1,1.0000,
4270-82228,2015,FIRST,DEVC 20,EF-4R,3,____,3,1.0000,
4270-82228,2015,FIRST,DEVC 30,X-3R,3,____,4,1.0000,
4270-82228,2015,FIRST,DEVC 40,WX-4R,3,____,5,1.0000,
4270-82228,2015,FIRST,DEVC 50,F-4R,3,____,6,1.0000,
4270-82228,2015,FIRST,ECON 11,U-2R,3,____,7,1.0000,
4270-82228,2015,FIRST,STAT 1,S-10L,3,____,8,1.0000,
5748-15122,2015,FIRST,CHEM 40.0,T,3,____,3,1.0000,
5748-15122,2015,FIRST,CHEM 40.1,23L,1,____,4,1.0000,
5748-15122,2015,FIRST,BIO 70,F,3,____,5,1.0000,
5748-15122,2015,FIRST,BOT 3,AB-3L,3,____,6,1.0000,
5748-15122,2015,FIRST,MATH 26,S-5R,3,____,7,1.0000,
5748-15122,2015,FIRST,MCB 1,U-3L,3,____,9,1.0000,
5748-15122,2015,FIRST,HUME 10(SSP),G-3R,3,____,0,0.0000,
6806-01404,2015,FIRST,PE 2-SJ,SJ-U,0,____,1,1.0000,
6806-01404,2015,FIRST,CMSC 21,UV-5L,3,____,3,1.0000,
6806-01404,2015,FIRST,CMSC 57,V-2L,3,____,4,1.0000,
6806-01404,2015,FIRST,MATH 27,W-1R,3,____,5,1.0000,
6806-01404,2015,FIRST,STAT 1,AB-5L,3,____,6,1.0000,
6806-01404,2015,FIRST,HUM 1(AH),X,3,____,7,1.0000,
6806-01404,2015,FIRST,NASC 7(MST),T,3,____,8,1.0000,
1840-88834,2015,FIRST,PE 2-FSO,FSO-YZ,0,____,2,1.0000,
1840-88834,2015,FIRST,BIO 150,U-3L,3,____,3,1.0000,
1840-88834,2015,FIRST,CHEM 15.0,H,3,____,4,1.0000,
1840-88834,2015,FIRST,CHEM 15.1,14L,2,____,5,1.0000,
1840-88834,2015,FIRST,HFDS 11,X,3,____,6,1.0000,
1840-88834,2015,FIRST,NASC 4(MST),V,3,____,7,1.0000,
1840-88834,2015,FIRST,HUME 101,G,3,____,8,1.0000,
1840-88834,2015,FIRST,MATH 14,B-4R,3,____,9,1.0000,
2676-78612,2015,FIRST,PE 2-BW,BW-GH1,0,____,2,1.0000,
2676-78612,2015,FIRST,HUM 1(AH),X,3,____,3,1.0000,
2676-78612,2015,FIRST,NASC 2(MST),E,3,____,5,1.0000,
2676-78612,2015,FIRST,PHLO 197,B,3,____,6,1.0000,
2676-78612,2015,FIRST,PI 10(SSP),Z1-5R,3,____,7,1.0000,
2676-78612,2015,FIRST,HUM 2(AH),W-6R,3,____,8,1.0000,
2676-78612,2015,FIRST,NASC 4(MST),V,3,____,0,0.0000,
1258-70549,2015,FIRST,ECON 102,T,3,____,4,1.0000,
1258-70549,2015,FIRST,ENG 2(AH),G-2R,3,____,7,1.0000,
1258-70549,2015,FIRST,NASC 7(MST),U,3,____,0,0.0000,
6179-03666,2015,FIRST,PE 2-FVB,FVB-B,0,____,1,1.0000,
6179-03666,2015,FIRST,DEVC 20,EF-1R,3,____,3,1.0000,
6179-03666,2015,FIRST,DEVC 30,X-3R,3,____,4,1.0000,
6179-03666,2015,FIRST,DEVC 40,WX-4R,3,____,5,1.0000,
6179-03666,2015,FIRST,DEVC 50,F-1R,3,____,6,1.0000,
6179-03666,2015,FIRST,STS 1,Y1,3,____,7,1.0000,
6179-03666,2015,FIRST,ECON 11,U-3R,3,____,8,1.0000,
7025-28430,2015,FIRST,MATH 37,C-2R,5,____,3,1.0000,
7025-28430,2015,FIRST,MATH 101,Y-4L,3,____,4,1.0000,
7025-28430,2015,FIRST,PI 10(SSP),Z1-3R,3,____,0,0.0000,
2209-89776,2015,FIRST,BOT 11,B-3L,3,____,4,1.0000,
2209-89776,2015,FIRST,NASC 7(MST),U,3,____,0,0.0000,
2209-89776,2015,FIRST,JAP 10,T1,3,____,0,0.0000,
9514-93337,2015,FIRST,BOT 11,B-3L,3,____,4,1.0000,
1621-75742,2015,FIRST,MATH 37,C-4R,5,____,2,1.0000,
1621-75742,2015,FIRST,PHYS 81,GY-6L,5,____,3,1.0000,
1621-75742,2015,FIRST,IE 31,B,3,____,5,1.0000,
1621-75742,2015,FIRST,ENSC 10a,6L,2,____,6,1.0000,
1621-75742,2015,FIRST,CMSC 11,T-3L,3,____,0,0.0000,
2815-61077,2015,FIRST,MATH 37,X-5R,5,____,3,1.0000,
2815-61077,2015,FIRST,PHYS 81,GY-3L,5,____,4,1.0000,
2815-61077,2015,FIRST,IE 31,B,3,____,6,1.0000,
2815-61077,2015,FIRST,ENSC 10a,4L,2,____,7,1.0000,
2815-61077,2015,FIRST,SPCM 1(AH),W-2R,3,____,8,1.0000,
2815-61077,2015,FIRST,NASC 5(MST),CD-1R,3,____,0,0.0000,
0784-76900,2015,FIRST,CHEM 40.0,V,3,____,3,1.0000,
0784-76900,2015,FIRST,CHEM 40.1,23L,1,____,4,1.0000,
0784-76900,2015,FIRST,BIO 70,Z,3,____,5,1.0000,
0784-76900,2015,FIRST,BOT 3,AB-5L,3,____,6,1.0000,
0784-76900,2015,FIRST,MATH 26,EF-5R,3,____,7,1.0000,
0784-76900,2015,FIRST,PHYS 3,E-2L,3,____,8,1.0000,
0784-76900,2015,FIRST,MCB 1,U-6L,3,____,9,1.0000,
8139-07836,2015,FIRST,HUM 3(AH),W,3,____,2,1.0000,
8139-07836,2015,FIRST,CHEM 15.0,F,3,____,4,1.0000,
8139-07836,2015,FIRST,CHEM 15.1,8L,2,____,5,1.0000,
8139-07836,2015,FIRST,STAT 1,V-3L,3,____,6,1.0000,
8139-07836,2015,FIRST,ENG 2(AH),Y-2R,3,____,7,1.0000,
8139-07836,2015,FIRST,ZOO 11,C-1L,5,____,0,0.0000,
9087-78640,2015,FIRST,BOT 11,B-3L,3,____,6,1.0000,
9087-78640,2015,FIRST,NASC 7(MST),T,3,____,8,1.0000,
0516-40384,2015,FIRST,PE 2-PG,PG-UV1,0,____,2,1.0000,
0516-40384,2015,FIRST,CHEM 40.0,T,3,____,3,1.0000,
0516-40384,2015,FIRST,CHEM 40.1,13L,1,____,4,1.0000,
0516-40384,2015,FIRST,BIO 70,Z,3,____,5,1.0000,
0516-40384,2015,FIRST,BOT 3,AB-8L,3,____,6,1.0000,
0516-40384,2015,FIRST,MATH 26,EF-5R,3,____,7,1.0000,
0516-40384,2015,FIRST,PHYS 3,E-1L,3,____,8,1.0000,
0516-40384,2015,FIRST,MCB 1,S-8L,3,____,9,1.0000,
4981-03477,2015,FIRST,ECON 11,W-6R,3,____,4,1.0000,
4981-03477,2015,FIRST,FBS 21,A-2L,4,____,7,1.0000,
4981-03477,2015,FIRST,ENG 2(AH),U-5R,3,____,8,1.0000,
4981-03477,2015,FIRST,SFFG 101,Y,3,____,0,0.0000,
4981-03477,2015,FIRST,HUM 2(AH),X2-3R,3,____,0,0.0000,
4981-03477,2015,FIRST,POSC 1(SSP),T-1R,3,____,0,0.0000,
2200-57118,2015,FIRST,ANSC 1,AB-1L,3,____,2,1.0000,
2200-57118,2015,FIRST,CHEM 15.1,31L,2,____,3,1.0000,
2200-57118,2015,FIRST,CHEM 15.0,S,3,____,4,1.0000,
2200-57118,2015,FIRST,MATH 14,B-3R,3,____,5,1.0000,
2200-57118,2015,FIRST,ECON 11,C-5R,3,____,6,1.0000,
2200-57118,2015,FIRST,CRSC 1,Y-3L,3,____,7,1.0000,
0973-00776,2015,FIRST,PE 2-MSW,MSW-YZ,0,____,1,1.0000,
0973-00776,2015,FIRST,MATH 37,G-4R,5,____,3,1.0000,
0973-00776,2015,FIRST,PHYS 81,ABST-3L,5,____,4,1.0000,
0973-00776,2015,FIRST,CHEM 15.0,F,3,____,5,1.0000,
0973-00776,2015,FIRST,CHEM 15.1,23L,2,____,6,1.0000,
0973-00776,2015,FIRST,ENSC 10a,2L,2,____,7,1.0000,
2271-12178,2015,FIRST,PE 2-BT,BT-U,0,____,1,1.0000,
2271-12178,2015,FIRST,ANSC 2,B-5L,3,____,3,1.0000,
2271-12178,2015,FIRST,CRSC 2,UV-6L,3,____,4,1.0000,
2271-12178,2015,FIRST,SOIL 1,C-6L,3,____,5,1.0000,
2271-12178,2015,FIRST,CRPT 1,ST-3L,3,____,6,1.0000,
2271-12178,2015,FIRST,SPCM 1(AH),G-3R,3,____,7,1.0000,
2271-12178,2015,FIRST,MATH 1(MST),Z,3,____,8,1.0000,
2462-58617,2015,FIRST,DEVC 20,EF-4R,3,____,2,1.0000,
2462-58617,2015,FIRST,DEVC 30,X-3R,3,____,3,1.0000,
2462-58617,2015,FIRST,DEVC 40,WX-4R,3,____,4,1.0000,
2462-58617,2015,FIRST,DEVC 50,F-1R,3,____,5,1.0000,
2462-58617,2015,FIRST,SPCM 1(AH),Y-3R,3,____,6,1.0000,
2462-58617,2015,FIRST,ECON 11,U-2R,3,____,7,1.0000,
5356-30866,2015,FIRST,PE 2-WF,WF-ST1,0,____,1,1.0000,
5356-30866,2015,FIRST,CHEM 15.0,F,3,____,4,1.0000,
5356-30866,2015,FIRST,CHEM 15.1,24L,2,____,5,1.0000,
5356-30866,2015,FIRST,CMSC 11,T-1L,3,____,6,1.0000,
5356-30866,2015,FIRST,MATH 36,H-3R,5,____,7,1.0000,
5356-30866,2015,FIRST,PSY 1(SSP),X2-2R,3,____,8,1.0000,
5356-30866,2015,FIRST,STAT 162,G-7L,3,____,0,0.0000,
3453-16259,2015,FIRST,HFDS 12,C,3,____,5,1.0000,
3453-16259,2015,FIRST,NASC 7(MST),X,3,____,6,1.0000,
4565-63895,2015,FIRST,HFDS 12,C,3,____,5,1.0000,
4565-63895,2015,FIRST,ECON 11,E-3R,3,____,7,1.0000,
4565-63895,2015,FIRST,NASC 1(MST),D-1R,3,____,0,0.0000,
1245-60448,2015,FIRST,PE 2-BW,BW-WX1,0,____,1,1.0000,
1245-60448,2015,FIRST,ECON 11,C-1R,3,____,4,1.0000,
1245-60448,2015,FIRST,NASC 5(MST),W-4R,3,____,5,1.0000,
1245-60448,2015,FIRST,CHEM 15.0,S,3,____,8,1.0000,
1245-60448,2015,FIRST,FBS 21,A-2L,4,____,9,1.0000,
1245-60448,2015,FIRST,HUM 2(AH),D-1R,3,____,0,0.0000,
0332-70644,2015,FIRST,ECON 102,C,3,____,3,1.0000,
0332-70644,2015,FIRST,HUM 1(AH),Z,3,____,5,1.0000,
0332-70644,2015,FIRST,HUM 2(AH),X1-3R,3,____,0,0.0000,
0332-70644,2015,FIRST,MATH 1(MST),V,3,____,0,0.0000,
1542-16473,2015,FIRST,PE 2-FVB,FVB-C,0,____,1,1.0000,
1542-16473,2015,FIRST,ECON 11,E-2R,3,____,3,1.0000,
1542-16473,2015,FIRST,HUM 1(AH),D,3,____,5,1.0000,
1542-16473,2015,FIRST,SOC 116,X,3,____,7,1.0000,
1542-16473,2015,FIRST,SOC 105,V,3,____,8,1.0000,
1542-16473,2015,FIRST,ENG 2(AH),G-1R,3,____,0,0.0000,
1542-16473,2015,FIRST,SOC 120,F,3,____,0,0.0000,
7378-19343,2015,FIRST,CHEM 15.0,X,3,____,3,1.0000,
7378-19343,2015,FIRST,CHEM 15.1,1L,2,____,4,1.0000,
7378-19343,2015,FIRST,ENSC 10a,1L,2,____,5,1.0000,
7378-19343,2015,FIRST,MATH 36,H-3R,5,____,6,1.0000,
7378-19343,2015,FIRST,STAT 1,D-2L,3,____,7,1.0000,
7378-19343,2015,FIRST,ENG 2(AH),F-3R,3,____,8,1.0000,
2016-42466,2015,FIRST,AGRI 11,A,1,____,2,1.0000,
2016-42466,2015,FIRST,NASC 9(MST),X,3,____,3,1.0000,
2016-42466,2015,FIRST,PI 10(SSP),B-6R,3,____,6,1.0000,
2016-42466,2015,FIRST,CHEM 15.0,F,3,____,7,1.0000,
2016-42466,2015,FIRST,CHEM 15.1,32L,2,____,8,1.0000,
2016-42466,2015,FIRST,BIO 2,W-4L,3,____,0,0.0000,
2016-42466,2015,FIRST,ENG 2(AH),U-3R,3,____,0,0.0000,
1712-63011,2015,FIRST,HUM 2(AH),X1-4R,3,____,5,1.0000,
1712-63011,2015,FIRST,MATH 14,YZ-2R,3,____,0,0.0000,
1712-63011,2015,FIRST,MATH 1(MST),V,3,____,0,0.0000,
1712-63011,2015,FIRST,PI 10(SSP),A2-1R,3,____,0,0.0000,
7588-25933,2015,FIRST,AGRI 11,A,1,____,3,1.0000,
7588-25933,2015,FIRST,CHEM 15.0,X,3,____,7,1.0000,
7588-25933,2015,FIRST,CHEM 15.1,33L,2,____,8,1.0000,
7588-25933,2015,FIRST,BIO 2,W-4L,3,____,9,1.0000,
7588-25933,2015,FIRST,MCB 1,C-5L,3,____,0,0.0000,
1085-46577,2015,FIRST,PE 2-MBB,MBB-X,0,____,1,1.0000,
1085-46577,2015,FIRST,CRPT 1,T-4L,3,____,3,1.0000,
1085-46577,2015,FIRST,CHEM 15.0,G,3,____,6,1.0000,
1085-46577,2015,FIRST,CHEM 15.1,25L,2,____,7,1.0000,
1085-46577,2015,FIRST,CRSC 1,U-3L,3,____,0,0.0000,
1085-46577,2015,FIRST,BIO 30,S-9L,3,____,0,0.0000,
7548-27045,2015,FIRST,ECON 102,T,3,____,3,1.0000,
7548-27045,2015,FIRST,HUM 1(AH),Z,3,____,5,1.0000,
7548-27045,2015,FIRST,ENG 2(AH),G-1R,3,____,6,1.0000,
0034-75917,2015,FIRST,PE 2-BELD,BELD-UV,0,____,1,1.0000,
0034-75917,2015,FIRST,ECON 11,U-1R,3,____,2,1.0000,
0034-75917,2015,FIRST,POSC 10,D,3,____,5,1.0000,
0034-75917,2015,FIRST,MATH 2(MST),S,3,____,6,1.0000,
0034-75917,2015,FIRST,ENG 2(AH),G-1R,3,____,7,1.0000,
0034-75917,2015,FIRST,NASC 5(MST),W-2R,3,____,0,0.0000,
8970-55643,2015,FIRST,MATH 37,C-2R,5,____,2,1.0000,
8970-55643,2015,FIRST,MATH 101,Y-4L,3,____,3,1.0000,
8970-55643,2015,FIRST,PI 10(SSP),Z1-3R,3,____,4,1.0000,
