stdno,allowedunits,currentunitsenlisted
5011-67404,18,7
8241-83064,18,12
5168-12717,21,12
8805-11440,21,15
7149-67694,19,16
0425-43082,17,18
8688-50180,21,10
2477-00698,17,8
0943-94726,18,13
5250-40870,18,12
7889-40827,21,17
6971-40954,19,18
0549-82693,21,21
4508-61790,23,3
3393-61780,19,18
0249-19196,18,10
6237-87597,18,11
4836-31118,21,14
3609-57287,21,13
5737-33017,23,10
8993-77548,19,18
9032-94959,12,12
5812-66503,19,12
9683-69224,19,19
8310-29312,19,9
0316-77015,19,15
9805-37392,19,12
2826-98587,21,20
9146-67155,19,18
4271-19219,21,18
9783-92111,17,12
2923-20992,21,7
2664-80897,18,9
3637-15139,19,18
4411-20818,18,11
9276-85344,19,17
4031-31714,18,18
3761-36424,19,19
8319-00542,18,14
2967-87707,18,3
6314-58987,20,14
7822-37014,17,18
4197-39922,19,15
7352-07010,20,14
8574-37514,21,7
1120-80975,23,9
2845-53629,18,13
1393-29613,23,21
2013-65786,20,13
0976-64724,21,18
3842-07562,19,18
4435-25939,21,6
1325-25794,20,11
8467-63230,19,17
9756-00956,18,15
4813-55273,18,3
9659-87686,19,16
4143-85211,17,18
8650-03446,19,9
5981-67049,19,20
2671-32963,21,15
3805-21008,19,14
6093-73457,18,15
2452-24120,19,14
5262-08584,19,16
0129-27334,18,12
1178-71186,18,15
3483-80630,19,14
9769-60445,21,18
2618-84836,18,0
6690-38043,19,16
1932-74973,21,21
8261-17839,19,4
7660-47536,18,14
5665-37627,18,16
1174-05968,21,6
9557-47528,18,12
7266-66993,19,15
1647-83757,18,12
9631-69670,18,18
8737-25360,18,10
0788-73460,18,6
3699-56452,18,18
8784-16791,21,15
4386-56403,18,18
3571-15951,19,20
4436-34310,20,20
7044-36613,23,16
3081-19867,21,7
9361-74282,19,15
7900-93371,19,7
7735-45889,18,16
6241-14450,18,9
9001-34544,21,18
0303-80709,18,9
1522-22062,21,13
3005-69794,21,18
8666-16477,18,17
8967-65790,19,16
9782-96302,21,21
5539-46284,21,6
6024-49948,18,6
0081-99742,23,10
4481-46163,20,12
2671-00308,19,15
9945-38859,18,3
3613-53352,21,15
7048-52376,18,12
0994-66591,19,19
4768-71573,21,18
8046-25057,19,19
9937-76294,20,14
2565-43017,18,19
7786-43265,19,4
4403-78809,18,6
8815-37120,18,15
2658-07049,21,17
1677-49481,21,3
8826-41933,19,19
3115-18909,20,12
1627-26860,18,9
6897-15037,18,12
2724-72313,18,15
2643-02934,19,0
2639-90791,21,19
2794-75683,19,12
1529-22206,19,17
6477-69140,18,18
6661-51288,20,7
4951-15876,18,18
9781-00980,18,18
7240-06739,21,15
3951-13879,17,18
0170-77728,23,21
1762-35307,18,18
4302-44393,20,9
3180-72195,19,6
6578-14995,18,13
3711-82514,19,20
6175-88981,17,18
5580-25174,17,12
2401-93889,18,4
1631-06004,18,14
7731-74093,17,18
0837-34287,20,20
2432-51963,18,6
2946-93610,17,11
4529-29410,20,17
0549-45109,21,17
4848-72755,21,15
0662-99964,19,13
6357-47277,17,17
4653-35899,19,15
3830-57649,19,16
0328-02982,18,15
3987-95523,20,20
9050-49762,21,20
6711-70017,20,10
9856-76731,21,18
8353-61910,18,12
0023-32318,17,18
2164-89136,20,18
7962-87290,18,12
3220-64815,18,15
3384-51266,20,20
5811-40957,18,18
2877-20543,20,15
1988-86463,18,10
3296-42434,19,16
6385-36713,18,18
4820-70656,19,20
3539-49553,20,16
5157-26302,20,19
7306-06496,19,12
4288-22104,18,12
7558-03856,18,18
9709-26389,20,20
6998-56484,18,18
4117-58060,17,15
5203-19911,19,20
9756-95696,19,18
8554-23081,19,19
6667-74069,18,6
5659-06235,21,13
1888-94748,21,11
9428-12996,21,20
7014-77233,18,9
1812-86950,15,6
8901-43020,21,12
2262-70238,21,9
1007-57319,21,20
0965-96655,21,15
3328-64278,15,6
5584-38321,21,18
4804-59027,21,12
4812-12908,21,9
3514-57956,21,21
2102-35560,21,20
2076-87068,21,20
3824-33437,21,20
3927-29787,21,20
0184-14664,21,18
8035-18438,18,9
1670-68788,16,9
3721-15457,16,7
5742-72143,15,3
1875-79036,21,20
2924-57706,21,20
7264-12990,21,20
8453-53978,21,21
1569-04225,21,3
6750-95850,21,21
3804-97272,21,21
5333-32874,18,9
1050-95261,18,9
9667-63026,18,7
6093-82867,23,13
1556-16171,18,9
0703-58913,18,12
4456-21781,18,9
8824-11812,21,15
1382-50181,18,18
1455-57037,21,15
1283-28610,20,14
0926-88225,19,6
8212-98835,18,9
5320-34696,18,18
9057-27257,18,9
3634-52668,18,6
1027-88761,23,3
2463-26077,18,3
0224-21448,18,10
5890-85348,21,12
6341-81699,18,13
4383-81053,19,16
5389-21945,21,12
9405-33875,18,12
5758-51479,18,18
7518-04617,21,6
3677-17008,18,0
5759-12936,18,12
7686-88032,18,15
0627-12985,23,10
9918-87670,18,6
9797-27804,18,18
2956-44980,20,13
5077-56690,20,18
3755-92047,19,18
3524-50826,18,15
3932-81369,20,11
5688-83053,18,12
1432-75139,19,14
5047-41574,21,10
3726-51410,18,16
5839-00988,18,16
2061-15981,18,15
1767-94068,18,12
4960-37007,19,19
9906-96465,18,18
3918-85392,18,6
0333-66890,21,6
9810-90079,20,18
7706-98201,18,0
1196-44794,18,13
0507-03187,18,18
2224-00715,19,17
7195-63799,20,20
8361-33934,18,13
3830-16562,21,17
7368-83786,21,11
9678-23622,17,18
5338-60730,18,9
6529-62466,18,9
7094-05420,18,18
7706-80550,20,16
4829-13623,21,18
0911-80279,18,18
7749-14425,18,9
8609-10742,19,18
4920-99823,18,8
0931-57135,20,15
0497-25050,23,13
7456-69860,18,15
1320-95388,18,18
7591-59972,18,18
9429-71892,20,18
0427-35605,19,19
4106-79097,18,16
5232-54928,17,12
1342-87606,18,18
1558-57859,23,23
0036-23888,21,9
4393-44512,18,18
9364-79508,21,21
1270-81378,18,18
3176-21420,20,20
2918-88168,18,18
2351-23465,20,20
3518-02899,21,15
1966-55435,21,15
4251-06988,17,14
3077-17714,20,18
4767-26394,17,15
9925-34794,21,12
4838-76334,18,15
3275-06971,23,13
9141-15335,18,18
9389-91949,21,15
5649-64417,20,17
7794-61812,18,18
9765-40585,19,17
1603-18934,21,21
1470-99299,18,16
4749-41043,18,18
8417-33764,20,20
6049-53944,20,20
5855-79393,18,12
6550-92760,23,23
1435-19291,21,15
9896-88199,21,22
7586-11261,18,18
5893-71357,20,11
1437-61680,18,18
9857-19321,18,18
2471-43858,18,18
5624-19762,18,18
5239-04990,18,18
9812-08291,18,18
7607-23272,18,18
3128-47055,18,19
1165-21833,18,6
4536-18108,21,18
0129-03629,18,9
2356-56786,23,22
2793-65527,20,20
8892-12850,17,15
4682-15709,17,18
4605-31329,17,17
9185-34030,19,19
0860-16206,20,16
8030-27976,19,18
5276-94219,20,18
9645-20590,18,15
9613-13626,20,20
7723-64369,18,15
7467-24689,21,18
6928-13595,23,23
9204-31945,21,21
7919-16055,20,20
4242-88513,18,15
4377-61686,21,21
1437-70055,18,18
9211-05301,18,18
3503-33277,20,18
2910-50090,19,13
9625-49909,18,15
0014-81207,20,18
3556-45927,18,12
8755-67685,21,9
4297-82023,21,3
2554-19151,23,22
9054-69873,18,15
1779-66677,21,21
3318-48024,18,18
0983-85772,21,21
8676-43655,17,8
7650-16095,21,18
4886-47063,21,21
8168-05075,18,18
2823-78128,18,12
5894-31919,18,18
8144-71713,23,20
3492-47291,20,18
8598-29438,18,18
6680-31488,21,12
5050-24612,21,18
6065-99149,18,18
1589-79479,21,21
1364-15300,18,15
1871-80847,18,15
7273-52053,21,19
3922-48571,21,22
6301-34147,18,18
8182-59495,18,18
9258-25923,23,23
8744-62957,18,18
9609-27790,18,18
1053-56783,18,18
4256-93190,17,17
6887-89560,20,14
9508-63543,18,18
4295-82757,21,18
7797-22523,20,20
0657-24553,20,11
9862-11901,18,19
3455-16694,18,18
7497-31812,18,18
5879-79419,18,18
2095-55406,17,9
7481-19388,19,18
9617-59587,18,18
3813-74801,17,12
0610-34659,18,15
9137-99759,20,18
3066-21198,20,18
1964-44196,20,18
8936-12011,20,18
1082-72631,18,18
8750-54475,21,6
6007-48806,18,18
5985-15294,18,12
0110-86461,18,18
2107-00304,20,18
3038-56672,17,12
1342-97996,21,20
7735-29113,18,18
2452-57551,21,12
6598-36913,18,12
2302-95312,23,23
9487-07882,20,18
1125-72579,18,18
3086-20848,21,9
4061-90299,18,9
4002-77871,19,18
7061-89507,20,17
9888-41976,21,12
8054-99374,18,15
7443-34318,18,18
3028-43913,21,6
3701-24016,21,21
7208-07686,17,9
6094-68273,18,18
8209-34032,20,20
5801-31904,21,18
6449-97872,20,20
5939-27211,20,18
1752-07530,21,18
7022-99391,18,18
1574-22079,20,15
4306-46223,18,18
3545-50048,18,9
8358-59489,20,20
5930-11907,21,16
6978-62487,20,20
0319-74829,18,18
2268-41674,18,12
1644-36677,18,12
2296-53337,18,18
6348-23034,18,18
4765-09409,17,14
7029-76282,18,18
7543-12298,18,18
1249-72105,18,18
3473-30193,21,18
8955-84040,19,19
0005-40113,20,20
1205-38776,23,23
3931-98819,21,12
4492-85521,18,18
1001-55827,21,18
0834-41595,19,20
9112-83131,19,20
3930-82883,19,19
6226-17220,18,18
9511-92771,17,15
3838-90735,18,18
3223-90668,21,21
4461-53855,21,18
2207-51893,21,21
7633-33958,21,21
8453-63800,19,19
5906-00829,23,23
7057-53940,23,23
0306-22799,21,21
6124-56252,18,18
4710-47297,21,16
7956-34381,21,18
3196-11629,18,18
5040-83429,18,18
5835-36808,20,17
2090-52705,17,13
9416-59549,23,22
9269-85573,18,8
6543-23892,20,17
5692-08824,21,9
2097-95916,19,20
0478-99643,21,18
5803-90995,23,23
4590-17136,20,18
8385-11410,18,18
5705-59641,18,18
8955-62694,21,12
5071-99445,19,17
7848-92472,21,3
6536-24179,21,18
4809-27577,18,18
8183-55122,17,9
8289-69644,18,18
3427-25722,21,6
7206-37449,23,6
1730-32686,18,15
4378-11681,18,18
1495-47247,18,9
3571-10225,18,18
6066-64383,18,18
6799-52945,21,9
9800-69820,18,18
2787-39957,18,12
5726-04855,18,18
9417-07803,18,15
8917-37257,21,18
8951-57416,19,18
9427-86094,18,18
4112-58515,18,17
0601-73043,21,9
6763-31591,18,18
4477-25566,21,21
3698-95469,20,18
4067-53560,17,9
2846-24537,18,8
1439-24830,12,12
2741-08725,19,15
7822-10843,18,18
6418-10654,20,20
5860-68206,21,19
7528-22273,18,18
1942-27494,20,20
3494-51819,18,18
3876-83744,21,21
7009-72254,21,18
4919-42406,17,12
8101-85239,18,18
6358-28273,18,18
2038-04213,21,22
0474-39958,18,18
4596-26378,18,18
5894-05701,18,6
8518-36193,21,6
1079-03071,20,20
4375-14030,23,19
7266-97439,20,20
9831-41084,19,0
0886-08960,18,18
0075-43321,18,18
6002-77625,21,19
6756-32464,21,21
1732-15626,21,21
1337-35586,18,18
8846-60791,21,12
3813-69472,17,16
5137-53982,21,21
1702-96903,18,18
6624-11056,20,18
7297-95795,18,18
3514-86281,18,18
5197-26449,17,9
0453-04022,18,18
4006-69395,18,18
8885-52299,18,19
5131-74359,18,15
4232-79336,18,18
2595-57947,23,3
7756-73076,18,15
2969-76070,21,15
4573-21502,18,15
3702-63109,21,21
3704-65991,19,18
4237-41770,21,21
0029-95673,21,9
5630-61194,18,18
5502-51376,17,17
1901-72489,21,21
7850-64905,18,18
2366-28297,20,20
4306-70738,19,16
4262-36256,19,19
3845-80467,21,21
7814-46640,20,20
6340-10184,23,16
7821-16780,21,22
4473-67925,18,18
6899-88959,18,18
1038-19380,19,18
2211-97248,17,6
8031-64788,18,15
0399-54554,21,21
0670-59250,19,19
8595-53852,21,18
6233-45368,21,18
5982-55768,21,9
9742-65473,18,18
1043-42560,23,23
4846-66484,21,15
2647-35310,18,18
5025-94098,21,21
9414-69471,18,18
3422-76279,17,9
7164-93932,20,18
0034-69768,21,21
9436-64807,20,20
4367-09560,19,9
1184-41416,21,17
4467-69112,21,18
9351-01409,19,18
1168-78147,21,20
5980-08114,18,18
0352-51278,20,15
9569-97181,21,15
5664-22964,18,18
0305-01885,19,18
0314-03856,21,21
7449-88400,19,18
4433-28004,21,12
6591-83488,21,19
6620-69282,18,18
2048-44446,18,12
3847-43947,18,15
5439-34128,18,15
5334-66944,20,18
5066-71610,19,19
6265-88183,18,15
8557-05403,18,19
5448-94774,18,18
9756-00235,18,18
0126-15590,18,18
2857-94988,21,18
7017-82143,18,15
6643-00308,20,20
0857-11158,20,20
3913-49246,21,12
0928-42781,21,18
7276-42056,21,21
5346-91393,21,15
3027-44499,21,16
7291-25572,18,18
0818-89149,18,18
3157-34914,21,21
5227-26471,21,0
1169-30136,18,18
9929-90750,20,15
0836-02054,18,18
6921-49078,20,20
9371-43067,18,18
2409-12866,18,18
9847-51417,19,19
8019-31093,18,18
2206-70491,18,18
0237-22184,21,18
7986-59068,21,21
5160-89630,18,6
2514-37096,18,18
1248-72026,18,15
8556-48279,18,17
2464-49914,18,18
9336-65570,21,15
2440-44057,18,15
6268-47645,18,9
6426-70958,18,17
1609-51998,18,18
5233-66492,18,12
6888-38290,18,17
7511-98848,18,18
6222-07929,17,9
7084-47149,18,15
4824-26953,21,12
8978-12195,20,20
0553-02172,18,19
2290-33419,21,19
1341-72687,18,18
4083-77959,18,18
0416-59592,19,18
2340-08103,21,21
0193-79617,20,20
3830-27004,21,21
0832-45309,20,18
8900-18844,21,21
8024-48874,21,22
0399-90124,21,21
6510-75994,18,12
6003-29679,21,21
7952-35960,20,20
2777-00467,21,15
2569-97244,20,15
4036-62439,18,18
5005-70541,18,18
8417-17166,21,21
1713-60704,20,20
8794-31364,21,12
6444-51460,20,20
9557-95280,18,18
3810-44322,21,15
9512-31472,18,18
9952-60856,21,15
9840-08746,21,18
5897-00661,21,15
3605-70000,21,18
6690-18653,18,18
9200-91325,20,20
7676-64741,21,16
8084-96193,21,21
4208-38457,21,18
2189-27408,18,18
9309-95164,18,18
6617-85540,18,18
5649-83413,17,17
4735-76236,18,18
2655-59673,18,18
5154-32965,21,21
8219-74619,19,20
2482-78873,18,15
3788-16438,18,16
2474-99811,20,12
0671-55230,18,18
0829-37751,20,20
4474-97378,20,15
1673-33498,18,15
5084-74235,18,18
6659-55328,18,18
7570-21315,18,18
3029-11911,18,18
2952-60257,18,18
7436-17473,23,10
8079-95712,18,18
3889-55132,18,18
1730-73465,18,18
4914-37467,21,21
3003-03778,17,14
4862-12376,18,9
3887-45786,18,18
6878-11164,19,20
8562-55943,18,18
0740-20892,20,17
5185-32406,18,18
9790-27046,21,15
9048-18218,18,18
4013-78641,18,18
6179-00816,18,18
8627-79755,18,18
4001-13832,21,21
0374-52211,18,15
6884-55479,18,12
9982-93326,18,18
9650-90650,18,15
2324-97870,18,18
5790-03134,17,17
8932-17209,20,19
1049-52813,18,18
5634-67576,18,18
3985-16997,18,17
4601-58537,18,18
8956-58407,18,18
7945-20557,18,15
8663-98434,18,15
8443-09128,18,17
1409-34664,18,18
1242-41945,21,3
9099-53927,17,13
6984-29292,21,15
1127-92253,21,21
7508-32349,18,18
1931-97496,21,21
9062-07093,18,18
8646-35044,18,18
4784-49250,18,18
5103-24249,21,21
5358-54048,18,18
4833-60221,19,20
7701-09708,18,18
0532-93486,21,9
1835-58257,20,20
5496-99577,18,6
2964-63650,21,21
2708-57627,21,21
5742-28323,21,15
9398-21451,21,19
6348-85466,21,21
8045-89658,18,18
5106-66898,17,15
1160-58946,19,20
5269-70053,20,20
1481-45283,20,20
9127-91432,18,15
5409-74510,21,18
1831-79737,18,15
4298-21644,21,9
3262-96242,21,21
2574-71315,21,22
0941-95527,20,15
2021-20088,21,12
2065-66433,18,18
9962-86367,18,18
6913-65973,20,20
6241-75184,18,18
5889-62127,18,19
7660-93393,18,18
8091-73839,18,12
4002-14678,21,15
8304-59749,21,18
6551-05357,18,18
6189-00096,18,18
7534-92774,21,21
6215-47758,20,11
5292-57934,18,18
2669-53410,18,18
1639-51831,18,18
3701-68777,18,18
5532-86306,21,19
9189-76863,18,18
1213-96210,18,18
1843-36722,21,22
8002-47076,18,18
6032-71762,18,18
3317-13107,20,5
8097-61223,18,18
9821-44268,20,20
2801-31220,18,18
9925-75733,21,21
2382-08696,18,18
5398-71930,20,20
3555-56615,20,18
5695-05509,18,18
8852-86483,18,18
1559-99099,18,17
6992-69029,21,15
3875-40609,18,17
9079-87338,17,12
4684-72180,21,21
2287-74487,19,20
5604-30328,18,18
0064-59890,21,21
9847-95089,18,19
6626-60784,18,18
5288-37583,20,20
2656-67959,20,20
6116-88077,18,18
6603-27023,21,18
4586-69731,18,18
1685-28509,20,15
9512-63813,18,9
4003-64937,20,6
9587-44605,18,18
7471-70944,18,15
6914-68353,18,18
6823-28828,21,9
1794-20978,18,18
6729-67757,20,20
2450-44567,20,19
6171-73659,21,15
0062-12270,21,19
0022-10385,18,18
3861-57764,18,12
9992-34265,18,18
3104-15688,18,18
1125-83948,20,20
9360-94227,19,17
1798-86949,17,8
2551-62381,18,18
1096-85956,23,23
0949-76463,21,9
3303-11878,20,14
4354-58079,21,6
1448-16329,20,20
2161-08156,20,20
5287-75851,18,18
3078-49374,18,18
9691-01560,18,18
9895-03831,18,18
9155-31237,21,19
3850-70706,21,3
0069-29590,18,18
3183-95628,18,18
4471-17857,18,18
0438-89553,18,18
2773-55340,18,18
7174-97016,18,15
1034-34444,21,21
3219-19462,18,18
8456-31529,18,18
9448-07765,21,15
8399-66280,21,18
1462-55752,18,18
5152-64234,17,14
7069-20019,21,15
9432-77562,17,15
8746-34678,18,18
6324-24482,18,18
6572-81417,18,6
9127-75191,18,18
2049-94680,21,21
3327-23498,18,18
3129-93587,18,15
5602-16454,18,18
5166-41787,18,18
3055-11945,21,12
8134-62479,17,9
0340-46722,17,6
6398-44490,17,3
4057-01249,20,20
0544-75969,18,18
9831-56378,17,12
3635-88574,18,12
5364-58083,21,6
9006-43349,21,21
8050-01560,21,21
5380-91773,21,16
9446-68758,21,21
9093-36841,19,17
6189-54131,23,9
9735-92359,18,12
5271-23789,21,21
2814-51125,21,12
7504-38819,18,18
9150-53360,17,12
7489-87913,18,18
3962-65390,21,21
1207-47133,18,18
1494-03596,18,18
9424-35204,18,18
1255-32495,18,18
7406-87730,21,21
4537-59762,18,18
1094-04730,21,18
3363-21009,20,20
8878-70628,19,13
6468-31742,21,18
3003-61784,19,11
3635-70627,17,17
0771-47211,21,9
5349-08698,17,9
1017-05882,18,18
4545-96099,21,15
4862-69903,20,20
1969-71762,20,18
0619-71839,17,9
0525-85852,18,18
6306-23452,18,18
6375-72937,21,6
2168-17044,18,17
8891-03330,18,19
4542-17684,21,9
8514-18648,21,18
5633-35323,18,18
1821-66647,20,17
2065-63367,18,18
4846-15931,20,20
3173-98257,21,21
9127-57980,21,20
5452-25625,21,3
4432-65225,20,12
2431-42248,21,15
9035-86594,20,20
6949-47633,21,12
1604-79882,20,18
2758-31821,18,18
3661-33798,18,14
2106-93473,17,12
2497-48838,18,19
5090-63929,17,17
4562-68049,20,20
2379-53726,19,15
2930-85450,21,15
5995-03482,18,18
2295-90224,19,14
6929-23509,18,16
8400-80864,18,18
3753-92128,18,18
6949-96945,21,15
4422-92313,18,12
4928-84222,21,15
0969-87192,18,18
0763-89384,21,18
3475-89194,18,12
5433-56138,18,18
0434-18489,20,10
0782-63038,18,18
8222-65618,18,18
5175-46598,23,23
5249-33021,21,21
9699-23749,19,18
1299-25800,21,12
8012-77415,23,17
5841-28507,18,12
1846-50173,18,18
8730-30614,21,21
5941-35699,17,17
0305-50846,17,17
0325-59194,21,18
1599-59974,23,20
7778-92083,18,18
3728-14879,18,18
8453-66564,21,3
6270-82886,18,18
4273-82871,18,12
3236-28712,23,16
1056-13662,23,22
4828-03060,19,18
2958-57029,18,18
8442-91028,18,18
6304-69303,21,21
1817-28183,21,6
4557-68576,21,9
6934-63404,19,19
5825-42629,21,18
8502-35654,21,18
7384-34901,18,18
0340-56873,18,18
4432-94959,21,18
6835-82625,18,18
0399-16017,20,19
1612-39130,20,20
9626-29678,18,18
6590-56341,18,18
2568-34124,18,18
6546-67402,18,18
9463-76572,21,15
1144-24923,19,20
6742-70652,18,15
1002-61274,18,18
5528-23598,18,18
7070-60753,21,21
0971-72106,18,18
4814-29774,18,18
8721-68571,23,23
0230-27181,18,18
9592-55418,18,18
6122-18456,18,18
8861-99934,21,18
1281-47639,18,18
8466-20186,21,12
6524-73322,19,18
3317-25302,21,15
6679-65995,18,12
7831-87328,18,18
6919-92177,21,12
8085-62607,20,9
6032-55880,20,17
2069-83652,21,6
9421-56053,23,23
4810-50969,23,23
0031-74519,18,18
0453-69100,18,15
2172-86912,18,18
6949-29853,21,21
1875-24182,23,23
5293-66297,21,9
4274-67143,20,19
0192-25794,21,15
8112-06105,23,19
9286-52478,18,18
3254-78819,19,19
5817-35455,18,18
2504-38068,21,21
6884-75915,19,11
2864-39582,20,20
1230-02149,18,15
1813-70956,18,18
5343-19215,12,5
2310-22408,18,18
9615-86492,18,19
2402-98130,18,19
9979-90449,21,18
3573-34128,21,21
7851-89739,18,18
6048-26727,21,21
5207-41814,18,18
2329-86749,18,12
2581-09813,20,3
9338-89887,21,21
2618-04553,17,9
1369-22234,21,21
3081-62343,21,21
8740-24444,18,18
5401-86890,18,18
4745-92805,23,22
4408-87769,18,12
8496-05632,18,15
1193-42146,18,18
5623-48102,18,12
7937-33751,18,18
0618-22375,21,21
0925-52018,21,12
1268-06875,20,9
1673-87080,19,18
2412-80030,18,18
6471-09975,20,20
0202-67294,19,20
9215-17714,18,12
9651-26519,18,18
6640-45997,20,12
6071-56544,21,21
5789-12323,21,13
8344-37913,18,17
2392-09725,21,15
2100-39550,18,18
1420-56264,18,18
0083-97787,18,18
7784-55070,20,12
8821-81744,18,14
9931-74520,18,18
8540-97229,18,18
7534-27265,18,18
3708-66589,21,21
6854-16039,21,22
2435-23612,18,18
4975-00170,17,9
7882-02978,18,18
8648-67183,18,18
1262-97168,20,15
7932-33852,18,15
5968-71336,23,23
5425-54026,18,15
3856-43789,19,5
6811-08625,18,18
6099-81371,21,15
6680-93187,18,15
2817-18113,18,18
7157-56146,18,19
3707-74019,18,18
9769-82168,18,8
5616-19244,17,9
5016-20239,21,12
4697-66024,21,12
5730-78331,18,18
4800-67715,20,11
1946-21763,21,12
0312-15235,18,18
4080-95546,18,18
2901-35142,18,12
8760-18468,21,9
7349-01775,21,9
6915-36471,19,15
1263-14171,21,15
5590-40305,18,18
5964-06199,18,18
1537-99054,21,21
2859-63903,18,18
0025-38906,20,12
5593-37419,21,22
8369-00054,18,18
7473-26871,18,18
4965-27996,18,18
0737-59355,18,18
2837-96823,19,15
4434-23838,20,20
6718-33626,18,18
8091-01098,19,15
6572-14127,18,15
6537-12380,18,15
2682-43927,18,18
3915-54693,18,15
4292-74386,20,15
5446-46845,21,12
9858-42805,19,18
2548-66840,18,18
1537-17975,20,18
9906-27423,20,18
5576-50958,18,18
4303-09546,21,9
6160-75712,23,19
1781-64750,18,18
0112-23835,21,15
8001-81316,20,6
6675-24338,20,6
5997-92106,18,18
5784-04737,20,18
1620-66958,20,20
6200-78098,18,18
0741-56278,19,19
8738-61652,20,12
1586-66363,20,20
8942-61625,18,12
8368-37530,18,15
8293-23521,21,6
3856-10785,23,22
7767-47764,20,15
1573-06205,18,18
2814-19676,20,17
6345-51892,21,15
7986-14923,17,9
8452-36611,21,21
8347-80909,20,20
7723-48822,18,18
5631-93594,19,18
4588-83263,17,17
3824-75701,18,15
3752-33859,20,19
2579-67213,18,18
1877-86647,18,18
4708-68142,20,8
3236-87534,18,18
8224-44946,18,18
7099-26157,19,16
5668-77197,18,18
4888-41656,21,15
4312-65466,19,14
0807-40698,18,18
5262-32352,18,18
4716-00743,18,18
0679-12800,20,20
3251-62727,20,20
0282-17379,21,21
5311-97801,21,0
1436-33943,17,13
2060-90193,23,23
4747-53343,21,18
4789-97199,23,17
4855-47558,18,18
3253-35931,18,16
9179-33886,21,19
2066-62949,18,18
1413-73498,21,21
9990-65438,21,18
0472-70087,20,20
0636-54502,23,10
3474-07391,19,15
1061-74935,18,17
7142-10690,18,18
0560-88487,18,19
4304-24875,18,18
8171-25699,19,18
0335-09332,23,16
1692-45641,18,15
8187-57540,21,6
7884-13100,18,15
3919-58424,18,18
1256-27303,20,9
6315-23575,21,15
5438-66992,23,22
5263-66033,18,15
7380-51581,18,18
4198-01951,18,18
1527-85554,18,9
4550-57680,21,9
7912-79614,21,15
0873-49027,19,13
1312-77367,21,15
2328-81810,21,15
3931-23114,18,8
5725-08139,21,15
5014-09569,20,9
7948-17893,21,15
7151-99936,21,12
8814-28413,21,21
2631-38476,18,12
3547-40677,18,18
6575-78473,19,18
0591-77248,18,15
3764-58794,18,9
3160-11851,21,21
8146-56454,18,18
9215-44573,18,15
5174-25347,19,18
9732-22171,18,15
3710-00361,19,15
5237-37546,23,12
2890-24931,21,21
4174-57449,18,18
2028-60753,21,10
7539-40803,21,22
0011-57814,18,18
8415-41858,21,15
8871-22063,21,6
6790-18698,21,21
8118-89534,18,12
9487-68499,21,12
9862-16029,20,20
9123-71533,21,15
1768-55687,21,17
4527-92732,18,15
4393-39531,18,18
1531-63700,18,18
9688-58087,21,18
5068-74755,20,15
3525-88381,18,18
2978-56541,18,18
2823-72273,18,18
7685-55594,18,18
7547-64239,21,21
1304-94006,21,12
8933-60643,20,20
7911-28568,18,18
5494-25374,21,21
8003-08094,21,18
8246-04267,18,18
8695-73351,18,9
6463-97807,18,6
3883-59747,18,18
3683-73577,21,18
0007-84177,23,22
9300-20794,18,18
8144-34876,21,21
9127-43824,18,9
7863-24502,18,15
0761-61238,18,15
3802-93216,18,9
0654-11051,21,21
5632-19636,23,16
2692-08777,19,18
1068-96565,18,15
3286-87529,18,18
4494-26647,18,12
8880-58635,21,21
8459-57333,20,9
7319-55748,20,11
4797-92436,20,13
7199-62335,20,9
6723-66428,18,18
3398-82406,20,15
4512-41532,21,9
4261-25183,19,19
5484-19275,19,3
4875-61030,19,9
0346-26917,18,12
1183-22145,21,21
2049-47918,18,18
4924-76605,18,18
3742-16811,21,9
4259-85692,20,20
7485-50582,23,16
9828-10323,21,12
4714-31337,21,6
5500-00938,21,21
5077-99446,18,18
4908-52408,18,18
6324-03116,19,19
8196-88410,18,18
6734-25773,18,18
9200-39704,18,18
5546-26889,21,21
5152-40203,17,15
6981-24231,21,21
6514-83326,20,11
6444-83102,18,18
1320-01735,21,15
2259-03827,23,13
2476-82150,23,16
0541-84933,17,9
8371-94009,23,23
6999-65764,23,19
8527-08368,17,12
5150-33200,18,18
1682-87789,20,17
3069-23371,18,18
7647-13360,18,18
3836-38481,21,6
5590-56098,21,18
7951-19532,18,18
6526-54637,18,15
1901-22944,21,21
4470-61043,21,12
7324-90353,18,18
7796-89575,20,17
9812-69028,20,6
3396-07067,18,18
0515-26740,18,18
1769-82657,21,9
9147-80771,20,9
6007-77821,21,16
1731-16068,18,18
3601-69414,21,18
8309-45577,21,18
8552-57585,18,15
0824-01398,21,12
0783-88983,20,14
8081-37621,18,15
4891-50948,17,18
3617-19387,20,20
1266-87286,19,19
5606-37176,21,12
3841-17139,21,12
7961-20806,18,15
7140-68773,17,12
5711-90100,20,9
4469-36408,18,9
7939-53036,18,17
3160-17761,20,18
8369-34672,20,20
8153-10039,21,21
6335-67272,18,18
8203-48528,18,18
0556-29085,20,20
2232-09473,21,21
4784-44753,21,9
3880-90778,21,21
5537-92745,20,19
5019-61548,18,19
9103-81645,20,20
6638-41806,18,6
2111-54149,17,8
5465-36325,20,15
0248-86407,18,18
3177-45768,21,12
7912-68119,18,18
5011-22203,20,6
8986-74983,18,18
4759-13682,18,18
7962-59026,20,9
1662-43233,21,6
