stdno,schoolyear,term,course,section,units,grade,courserank,contrib
2013-45780,2015,FIRST,MATH 14,S-4R,3,,5,1.0000,
2013-45780,2015,FIRST,STAT 1,D-9L,3,,6,1.0000,
2013-45780,2015,FIRST,SOSC 3(SSP),V-2R,3,,7,1.0000,
2013-45780,2015,FIRST,HUM 3(AH),W,3,,8,1.0000,
2013-45780,2015,FIRST,SFFG 125,U-2L,3,,9,1.0000,
2013-72896,2015,FIRST,NSTP 1,AS4,0,,1,1.0000,
2013-72896,2015,FIRST,HUME 101,T,3,,2,1.0000,
2013-72896,2015,FIRST,MATH 14,S-1R,3,,3,1.0000,
2013-72896,2015,FIRST,BIO 2,W-2L,3,,4,1.0000,
2013-72896,2015,FIRST,PHYS 1,F-4L,3,,5,1.0000,
2013-72896,2015,FIRST,ENG 2(AH),G-4R,3,,6,1.0000,
2013-72896,2015,FIRST,STAT 1,AB-9L,3,,7,1.0000,
2013-39072,2015,FIRST,MATH 37,X-1R,5,,1,1.0000,
2013-39072,2015,FIRST,STAT 101,B-6L,3,,2,1.0000,
2013-39072,2015,FIRST,ENG 2(AH),Y-4R,3,,3,1.0000,
2013-39072,2015,FIRST,ENSC 10b,5L,2,,5,1.0000,
2013-39072,2015,FIRST,IE 164,C,3,,6,1.0000,
2013-39072,2015,FIRST,PI 10(SSP),Z1-6R,3,,0,0.0000,
2011-58186,2015,FIRST,MATH 14,B-5R,3,,1,1.0000,
2011-62608,2015,FIRST,CE 121,AB2-2C,3,,2,1.0000,
2011-62608,2015,FIRST,CE 133,CD-2C,3,,3,1.0000,
2011-62608,2015,FIRST,CE 151,V,3,,4,1.0000,
2011-62608,2015,FIRST,EE 1,YZ-5L,3,,5,1.0000,
2011-62608,2015,FIRST,CE 134,T-1C,3,,6,1.0000,
2011-62608,2015,FIRST,CE 135,CD-1C,3,,7,1.0000,
2011-62608,2015,FIRST,CE 141,S-1C,3,,8,1.0000,
2009-50547,2015,FIRST,PHYS 13,U-2L,3,,1,1.0000,
2014-29660,2015,FIRST,NSTP 1,FR-EF,0,,1,1.0000,
2014-29660,2015,FIRST,ECON 101,T-5R,3,,2,1.0000,
2014-29660,2015,FIRST,SPCM 1(AH),U1-2R,3,,3,1.0000,
2014-29660,2015,FIRST,MATH 17,Y-4R,5,,4,1.0000,
2014-29660,2015,FIRST,HUME 10(SSP),S-1R,3,,5,1.0000,
2014-29660,2015,FIRST,SOC 10,V,3,,6,1.0000,
2009-32073,2015,FIRST,MATH 181,V,3,,1,1.0000,
2009-32073,2015,FIRST,MATH 174,B-3L,3,,2,1.0000,
2012-30798,2015,FIRST,PE 1,YZ1,0,,1,1.0000,
2012-30798,2015,FIRST,NSTP 1,HE-EF2,0,,2,1.0000,
2012-30798,2015,FIRST,ECON 102,T,3,,3,1.0000,
2012-30798,2015,FIRST,ENG 1(AH),D-3R,3,,5,1.0000,
2012-30798,2015,FIRST,ANSC 1,S-6L,3,,6,1.0000,
2012-30798,2015,FIRST,HUM 3(AH),F,3,,7,1.0000,
2012-30798,2015,FIRST,SOIL 1,U-1L,3,,8,1.0000,
2012-30798,2015,FIRST,SPCM 1(AH),U1-3R,3,,0,0.0000,
2014-65870,2015,FIRST,NSTP 1,AS4,0,,1,1.0000,
2014-65870,2015,FIRST,CMSC 21,ST-4L,3,,2,1.0000,
2014-65870,2015,FIRST,CMSC 57,T-3L,3,,3,1.0000,
2014-65870,2015,FIRST,STAT 1,A-2L,3,,4,1.0000,
2014-65870,2015,FIRST,HUM 2(AH),X1-5R,3,,5,1.0000,
2014-65870,2015,FIRST,NASC 2(MST),G,3,,6,1.0000,
2014-65870,2015,FIRST,MATH 26,W-1R,3,,7,1.0000,
2008-37717,2015,FIRST,ENG 2(AH),G-6R,3,,1,1.0000,
2008-37717,2015,FIRST,NASC 3(MST),UV-4R,3,,2,1.0000,
2008-37717,2015,FIRST,MCB 1,U-6L,3,,3,1.0000,
2008-37717,2015,FIRST,NASC 4(MST),H,3,,6,1.0000,
2008-37717,2015,FIRST,CHEM 15.0,T,3,,0,0.0000,
2008-37717,2015,FIRST,PI 10(SSP),A2-2R,3,,0,0.0000,
2013-29755,2015,FIRST,STAT 135,W-3R,3,,1,1.0000,
2013-29755,2015,FIRST,STAT 144,CD-2R,3,,2,1.0000,
2013-29755,2015,FIRST,SPCM 1(AH),G-1R,3,,3,1.0000,
2013-29755,2015,FIRST,STAT 172,AB-3L,3,,4,1.0000,
2013-29755,2015,FIRST,CMSC 22,WX-4L,3,,5,1.0000,
2013-29755,2015,FIRST,ENTR 1(SSP),B-3R,3,,6,1.0000,
2011-64394,2015,FIRST,EE 21,D-3L,4,,1,1.0000,
2011-64394,2015,FIRST,EE 41,U-1L,4,,2,1.0000,
2011-64394,2015,FIRST,ENSC 10b,4L,2,,4,1.0000,
2010-30639,2015,FIRST,CHEM 40.0,B,3,,1,1.0000,
2010-30639,2015,FIRST,CHEM 40.1,22L,1,,2,1.0000,
2010-30639,2015,FIRST,AMAT 19,Z,3,,4,1.0000,
2012-38123,2015,FIRST,MGT 1,X-2L,3,,1,1.0000,
2012-38123,2015,FIRST,AGRI 195,CD-6L,3,,2,1.0000,
2012-38123,2015,FIRST,FST 122,B-2L,3,,3,1.0000,
2012-38123,2015,FIRST,FST 145,S-2L,3,,4,1.0000,
2012-38123,2015,FIRST,FST 140,A-2L,3,,5,1.0000,
2012-38123,2015,FIRST,FST 141,AB-2L,3,,6,1.0000,
2010-18109,2015,FIRST,PE 1,YZ2,0,,1,1.0000,
2010-18109,2015,FIRST,NASC 2(MST),G,3,,2,1.0000,
2010-18109,2015,FIRST,NASC 1(MST),D-3R,3,,3,1.0000,
2010-18109,2015,FIRST,PI 10(SSP),G2-6R,3,,4,1.0000,
2010-18109,2015,FIRST,IT 1(MST),V-1L,3,,5,1.0000,
2009-39365,2015,FIRST,CHEM 15.0,H,3,,1,1.0000,
2009-39365,2015,FIRST,PHYS 3,X-1L,3,,2,1.0000,
2014-32641,2015,FIRST,NSTP 1,HE-EF1,0,,1,1.0000,
2014-32641,2015,FIRST,BOT 11,B-2L,3,,3,1.0000,
2014-32641,2015,FIRST,IT 1(MST),V-4L,3,,4,1.0000,
2014-32641,2015,FIRST,ENG 1(AH),E-4R,3,,5,1.0000,
2014-32641,2015,FIRST,NASC 3(MST),UV-1R,3,,6,1.0000,
2014-32641,2015,FIRST,SOSC 4(SSP),C-6R,3,,7,1.0000,
2014-32641,2015,FIRST,PI 10(SSP),Z1-5R,3,,8,1.0000,
2012-58807,2015,FIRST,FST 130,ST-4L,3,,2,1.0000,
2012-58807,2015,FIRST,MCB 180,T-1L,3,,3,1.0000,
2012-58807,2015,FIRST,STAT 1,S-9L,3,,4,1.0000,
2012-58807,2015,FIRST,ENG 2(AH),G-5R,3,,5,1.0000,
2012-58807,2015,FIRST,PI 10(SSP),U-6R,3,,6,1.0000,
2012-58807,2015,FIRST,CHEM 40.0,E,3,,7,1.0000,
2013-35367,2015,FIRST,SPCM 1(AH),U1-5R,3,,2,1.0000,
2013-35367,2015,FIRST,MATH 36,H-3R,5,,3,1.0000,
2013-35367,2015,FIRST,STAT 1,S-6L,3,,4,1.0000,
2010-43966,2015,FIRST,MATH 28,T-2R,3,,1,1.0000,
2010-43966,2015,FIRST,CMSC 124,B-2L,3,,2,1.0000,
2010-43966,2015,FIRST,SOSC 1(SSP),S-1R,3,,3,1.0000,
2010-43966,2015,FIRST,NASC 3(MST),UV-5R,3,,4,1.0000,
2010-43966,2015,FIRST,CMSC 165,U-4L,3,,5,1.0000,
2014-03286,2015,FIRST,PE 1,GH,0,,1,1.0000,
2014-03286,2015,FIRST,NSTP 1,VM,0,,2,1.0000,
2014-03286,2015,FIRST,HUM 1(AH),Z,3,,3,1.0000,
2014-03286,2015,FIRST,MATH 17,B-1R,5,,4,1.0000,
2014-03286,2015,FIRST,NASC 4(MST),V,3,,5,1.0000,
2014-03286,2015,FIRST,HIST 1(SSP),D-4R,3,,6,1.0000,
2014-03286,2015,FIRST,SPCM 1(AH),F-4R,3,,7,1.0000,
2014-33727,2015,FIRST,NSTP 1,HE-EF1,0,,1,1.0000,
2014-33727,2015,FIRST,CHEM 15.0,T,3,,2,1.0000,
2014-33727,2015,FIRST,CHEM 15.1,6L,2,,3,1.0000,
2014-33727,2015,FIRST,MATH 36,H-4R,5,,4,1.0000,
2014-33727,2015,FIRST,CMSC 11,U-4L,3,,5,1.0000,
2014-33727,2015,FIRST,ENSC 10a,3L,2,,6,1.0000,
2014-33727,2015,FIRST,HUME 10(SSP),S-2R,3,,7,1.0000,
2012-38436,2015,FIRST,ECON 199a,Y2a,1,,3,1.0000,
2012-38436,2015,FIRST,ENG 10,C-6R,3,,4,1.0000,
2011-28870,2015,FIRST,HUME 10(SSP),G-2R,3,,1,1.0000,
2011-28870,2015,FIRST,MCB 130,AB-2L,4,,2,1.0000,
2011-28870,2015,FIRST,PSY 1(SSP),X1-3R,3,,3,1.0000,
2011-28870,2015,FIRST,NASC 6(MST),C,3,,4,1.0000,
2011-28870,2015,FIRST,BIO 120,S-4L,3,,5,1.0000,
2011-28870,2015,FIRST,MCB 150,C-2L,3,,6,1.0000,
2009-06870,2015,FIRST,VPTH 121,CD-4L,4,,1,1.0000,
2009-06870,2015,FIRST,VMCB 121,E-3L,4,,2,1.0000,
2009-06870,2015,FIRST,ZOTC 115,ST-4L,3,,3,1.0000,
2009-06870,2015,FIRST,VPAR 131,Y-3L+,4,,4,1.0000,
2009-06870,2015,FIRST,VPHM 141,F-3L,4,,5,1.0000,
2014-28166,2015,FIRST,NSTP 1,AS1,0,,2,1.0000,
2014-28166,2015,FIRST,SOSC 3(SSP),Y-3R,3,,3,1.0000,
2014-28166,2015,FIRST,CMSC 2,E-3L,3,,4,1.0000,
2014-28166,2015,FIRST,ENG 2(AH),U-4R,3,,5,1.0000,
2014-28166,2015,FIRST,NASC 4(MST),H,3,,7,1.0000,
2014-28166,2015,FIRST,NASC 3(MST),EF-5R,3,,8,1.0000,
2014-03124,2015,FIRST,NSTP 1,FR-BD,0,,2,1.0000,
2014-03124,2015,FIRST,ANSC 2,B-3L,3,,3,1.0000,
2014-03124,2015,FIRST,CRPT 1,ST-7L,3,,4,1.0000,
2014-03124,2015,FIRST,SPCM 1(AH),W-5R,3,,5,1.0000,
2014-03124,2015,FIRST,SOIL 1,C-5L,3,,6,1.0000,
2014-03124,2015,FIRST,ENG 1(AH),H-4R,3,,7,1.0000,
2014-03124,2015,FIRST,HIST 1(SSP),D-6R,3,,8,1.0000,
2012-17360,2015,FIRST,SPCM 1(AH),G-5R,3,,2,1.0000,
2012-17360,2015,FIRST,CHEM 15.0,H,3,,3,1.0000,
2012-17360,2015,FIRST,MATH 14,B-2R,3,,4,1.0000,
2012-17360,2015,FIRST,ENG 2(AH),U-6R,3,,5,1.0000,
2012-17360,2015,FIRST,STAT 1,V-7L,3,,6,1.0000,
2012-17360,2015,FIRST,BIO 30,A-8L,3,,7,1.0000,
2014-25918,2015,FIRST,NSTP 1,FR-EF,0,,1,1.0000,
2014-25918,2015,FIRST,CHEM 43.0,T,3,,2,1.0000,
2014-25918,2015,FIRST,CHEM 43.1,4L,2,,3,1.0000,
2014-25918,2015,FIRST,SPCM 1(AH),G-5R,3,,4,1.0000,
2014-25918,2015,FIRST,NASC 6(MST),B,3,,5,1.0000,
2014-25918,2015,FIRST,MATH 26,W-4R,3,,6,1.0000,
2014-25918,2015,FIRST,CHEM 32.0,U,3,,7,1.0000,
2014-25918,2015,FIRST,CHEM 32.1,3L,2,,8,1.0000,
2012-37492,2015,FIRST,AGRI 111,B-2L,3,,2,1.0000,
2012-37492,2015,FIRST,AECO 111,T-1L,3,,3,1.0000,
2012-37492,2015,FIRST,HUM 3(AH),F,3,,4,1.0000,
2012-37492,2015,FIRST,CHEM 15.0,X,3,,5,1.0000,
2012-37492,2015,FIRST,MATH 14,S-2R,3,,6,1.0000,
2012-37492,2015,FIRST,ENG 2(AH),G-4R,3,,7,1.0000,
2012-37492,2015,FIRST,SPCM 1(AH),W-4R,3,,8,1.0000,
2014-28397,2015,FIRST,NSTP 1,FR-EF,0,,1,1.0000,
2014-28397,2015,FIRST,STAT 1,D-9L,3,,2,1.0000,
2014-28397,2015,FIRST,CMSC 11,U-1L,3,,3,1.0000,
2014-28397,2015,FIRST,MATH 26,S-3R,3,,4,1.0000,
2014-28397,2015,FIRST,NASC 2(MST),G,3,,5,1.0000,
2014-28397,2015,FIRST,PHLO 1(SSP),W1-4R,3,,6,1.0000,
2014-28397,2015,FIRST,SPCM 1(AH),F-1R,3,,7,1.0000,
2010-24967,2015,FIRST,CHEM 40.0,D,3,,2,1.0000,
2010-24967,2015,FIRST,MATH 14,S-1R,3,,3,1.0000,
2010-24967,2015,FIRST,ENG 2(AH),Y-6R,3,,4,1.0000,
2010-24967,2015,FIRST,MCB 1,U-4L,3,,5,1.0000,
2010-24967,2015,FIRST,STAT 1,V-9L,3,,6,1.0000,
2010-24967,2015,FIRST,PHLO 1(SSP),W3-4R,3,,7,1.0000,
2010-10214,2015,FIRST,COMA 192,G,3,,1,1.0000,
2010-10214,2015,FIRST,ENG 101,X,3,,3,1.0000,
2010-10214,2015,FIRST,ENG 106,U,3,,5,1.0000,
2011-62086,2015,FIRST,ABM 180,T,3,,1,1.0000,
2011-62086,2015,FIRST,NASC 7(MST),U,3,,2,1.0000,
2011-62086,2015,FIRST,HUM 3(AH),F,3,,3,1.0000,
2011-62086,2015,FIRST,HUME 10(SSP),S-2R,3,,4,1.0000,
2011-62086,2015,FIRST,IT 1(MST),V-2L,3,,5,1.0000,
2013-70163,2015,FIRST,PHYS 3,E-6L,3,,2,1.0000,
2013-70163,2015,FIRST,HUM 2(AH),B-4R,3,,3,1.0000,
2013-70163,2015,FIRST,AECO 111,U-2L,3,,4,1.0000,
2013-70163,2015,FIRST,HUM 3(AH),F,3,,5,1.0000,
2013-70163,2015,FIRST,ANSC 2,T-6L,3,,6,1.0000,
2013-70163,2015,FIRST,BOT 20,ST-4L,3,,7,1.0000,
2013-70163,2015,FIRST,HUME 10(SSP),U-3R,3,,8,1.0000,
2009-02923,2015,FIRST,ECON 10(SSP),T,3,,1,1.0000,
2008-07140,2015,FIRST,ENSC 12,T,3,,1,1.0000,
2008-07140,2015,FIRST,ENSC 21,V,3,,2,1.0000,
2008-07140,2015,FIRST,CHEM 160,D,3,,3,1.0000,
2008-07140,2015,FIRST,EE 1,GH-4L,3,,4,1.0000,
2008-07140,2015,FIRST,MCB 1,C-4L,3,,5,1.0000,
2008-07140,2015,FIRST,MATH 36,H-3R,5,,6,1.0000,
2010-04508,2015,FIRST,MGT 1,X-2L,3,,1,1.0000,
2010-04508,2015,FIRST,HUME 10(SSP),S-2R,3,,2,1.0000,
2014-77406,2015,FIRST,NSTP 1,EN1,0,,1,1.0000,
2014-77406,2015,FIRST,CHEM 15.0,G,3,,3,1.0000,
2014-77406,2015,FIRST,CHEM 15.1,25L,2,,4,1.0000,
2014-77406,2015,FIRST,MATH 36,H-3R,5,,5,1.0000,
2014-77406,2015,FIRST,ENG 2(AH),Y-3R,3,,6,1.0000,
2014-77406,2015,FIRST,HUM 2(AH),V-5R,3,,7,1.0000,
2009-58617,2015,FIRST,EE 126,F-1L,3,,1,1.0000,
2009-58617,2015,FIRST,EE 158,ST-2L,3,,2,1.0000,
2009-58617,2015,FIRST,EE 171,C,3,,3,1.0000,
2009-58617,2015,FIRST,EE 141,V-2L,3,,4,1.0000,
2009-16361,2015,FIRST,DEVC 70,D-2L,3,,3,1.0000,
2009-16361,2015,FIRST,HUM 1(AH),Z,3,,4,1.0000,
2009-16361,2015,FIRST,ENG 2(AH),Y-6R,3,,5,1.0000,
2009-16361,2015,FIRST,HUM 2(AH),X1-3R,3,,7,1.0000,
2009-16361,2015,FIRST,BIO 150,W-3L,3,,0,0.0000,
2009-16361,2015,FIRST,ANSC 1,S-6L,3,,0,0.0000,
2014-71601,2015,FIRST,PE 1,EF1,0,,1,1.0000,
2014-71601,2015,FIRST,NSTP 1,EN2,0,,2,1.0000,
2014-71601,2015,FIRST,STAT 1,D-3L,3,,3,1.0000,
2014-71601,2015,FIRST,CHEM 15.1,15L,2,,4,1.0000,
2014-71601,2015,FIRST,CHEM 15.0,X,3,,5,1.0000,
2014-71601,2015,FIRST,MATH 14,B-2R,3,,6,1.0000,
2014-71601,2015,FIRST,ECON 11,U-5R,3,,7,1.0000,
2014-71601,2015,FIRST,CRSC 1,U-6L,3,,8,1.0000,
2013-07887,2015,FIRST,NSTP 1,EM1,0,,1,1.0000,
2013-07887,2015,FIRST,MATH 37,X-5R,5,,2,1.0000,
2013-07887,2015,FIRST,CMSC 21,UV-1L,3,,3,1.0000,
2013-07887,2015,FIRST,HIST 1(SSP),V1-4R,3,,4,1.0000,
2013-07887,2015,FIRST,ENG 2(AH),G-2R,3,,5,1.0000,
2013-07887,2015,FIRST,HUME 10(SSP),S-2R,3,,6,1.0000,
2011-51834,2015,FIRST,NSTP 1,AS2,0,,1,1.0000,
2011-51834,2015,FIRST,ENG 10,B-2R,3,,2,1.0000,
2011-51834,2015,FIRST,MATH 26,EF-3R,3,,3,1.0000,
2011-51834,2015,FIRST,STAT 1,A-1L,3,,4,1.0000,
2011-51834,2015,FIRST,PHYS 3,X-4L,3,,5,1.0000,
2011-51834,2015,FIRST,HIST 1(SSP),V1-4R,3,,6,1.0000,
2013-09350,2015,FIRST,NSTP 1,EN1,0,,1,1.0000,
2013-09350,2015,FIRST,NASC 5(MST),Z-4R,3,,2,1.0000,
2013-09350,2015,FIRST,ENG 2(AH),Y-1R,3,,3,1.0000,
2013-09350,2015,FIRST,BIO 30,S-10L,3,,4,1.0000,
2013-09350,2015,FIRST,CRPT 2,G-6L,3,,5,1.0000,
2013-09350,2015,FIRST,ECON 11,U-6R,3,,6,1.0000,
2013-09350,2015,FIRST,PI 10(SSP),V-1R,3,,7,1.0000,
2014-70897,2015,FIRST,PE 1,EF1,0,,1,1.0000,
2014-70897,2015,FIRST,NSTP 1,EM2,0,,2,1.0000,
2014-70897,2015,FIRST,ZOO 1,A-1L,3,,3,1.0000,
2014-70897,2015,FIRST,ENG 1(AH),W1-4R,3,,4,1.0000,
2014-70897,2015,FIRST,CHEM 15.1,14L,2,,5,1.0000,
2014-70897,2015,FIRST,CHEM 15.0,S,3,,6,1.0000,
2014-70897,2015,FIRST,MATH 14,B-3R,3,,7,1.0000,
2014-70897,2015,FIRST,ECON 11,E-2R,3,,8,1.0000,
2007-37962,2015,FIRST,VETC 171,1L+,2,,1,1.0000,
2007-37962,2015,FIRST,VSUR 152,ST-2L+,4,,2,1.0000,
2007-37962,2015,FIRST,CHEM 160,X,3,,3,1.0000,
2007-37962,2015,FIRST,VPH 123,AB-3L,4,,4,1.0000,
2012-16666,2015,FIRST,ChE 143,T,3,,1,1.0000,
2012-16666,2015,FIRST,HUME 10(SSP),S-2R,3,,2,1.0000,
2012-16666,2015,FIRST,CHEM 112,Z,3,,3,1.0000,
2012-16666,2015,FIRST,CHEM 111.1,3L,2,,4,1.0000,
2012-16666,2015,FIRST,ChE 32,U-2L,3,,5,1.0000,
2012-16666,2015,FIRST,ENSC 13,X,3,,6,1.0000,
2012-16666,2015,FIRST,ENG 10,C-3R,3,,7,1.0000,
2014-00012,2015,FIRST,NSTP 1,FR-EF,0,,2,1.0000,
2014-00012,2015,FIRST,ECON 11,U-4R,3,,3,1.0000,
2014-00012,2015,FIRST,PSY 1(SSP),E-5R,3,,5,1.0000,
2014-00012,2015,FIRST,ENG 1(AH),X2-6R,3,,6,1.0000,
2014-00012,2015,FIRST,CHEM 15.0,H,3,,7,1.0000,
2014-00012,2015,FIRST,CHEM 15.1,29L+,2,,8,1.0000,
2014-00012,2015,FIRST,MATH 14,B-2R,3,,9,1.0000,
2014-00012,2015,FIRST,FBS 21,A-5L,4,,0,0.0000,
2012-60190,2015,FIRST,STAT 135,W-3R,3,,1,1.0000,
2012-60190,2015,FIRST,STAT 172,AB-4L,3,,2,1.0000,
2012-60190,2015,FIRST,MATH 38,T-4R,3,,3,1.0000,
2012-60190,2015,FIRST,ENG 10,T-2R,3,,4,1.0000,
2012-60190,2015,FIRST,STAT 175,C-3L,3,,5,1.0000,
2012-60190,2015,FIRST,STAT 165,WX-3L,3,,6,1.0000,
2012-19639,2015,FIRST,NSTP 1,AS1,0,,1,1.0000,
2012-19639,2015,FIRST,EE 11,V-1L,4,,2,1.0000,
2012-19639,2015,FIRST,ENSC 14a,ZH-2C,5,,3,1.0000,
2012-19639,2015,FIRST,PHYS 83,BT-2L,5,,4,1.0000,
2012-19639,2015,FIRST,ENSC 11,Y,3,,5,1.0000,
2012-19639,2015,FIRST,SOSC 3(SSP),V-5R,3,,6,1.0000,
2012-32944,2015,FIRST,ECON 10(SSP),T,3,,2,1.0000,
2012-32944,2015,FIRST,PSY 1(SSP),X2-3R,3,,3,1.0000,
2012-32944,2015,FIRST,CHEM 43.0,T,3,,4,1.0000,
2012-32944,2015,FIRST,SPCM 1(AH),U1-4R,3,,5,1.0000,
2012-32944,2015,FIRST,PHYS 82,DV-3L,5,,6,1.0000,
2014-72053,2015,FIRST,NSTP 1,EM2,0,,2,1.0000,
2014-72053,2015,FIRST,CMSC 21,UV-5L,3,,3,1.0000,
2014-72053,2015,FIRST,CMSC 57,T-2L,3,,4,1.0000,
2014-72053,2015,FIRST,STAT 1,Z-2L,3,,5,1.0000,
2014-72053,2015,FIRST,HUM 1(AH),E,3,,6,1.0000,
2014-72053,2015,FIRST,NASC 6(MST),C,3,,7,1.0000,
2014-72053,2015,FIRST,MATH 26,S-2R,3,,8,1.0000,
2014-12349,2015,FIRST,NSTP 1,AS2,0,,1,1.0000,
2014-12349,2015,FIRST,PHYS 3,E-6L,3,,3,1.0000,
2014-12349,2015,FIRST,STAT 1,S-1L,3,,4,1.0000,
2014-12349,2015,FIRST,NASC 10(MST),U,3,,5,1.0000,
2014-12349,2015,FIRST,CHEM 15.0,T,3,,6,1.0000,
2014-12349,2015,FIRST,CHEM 15.1,24L,2,,7,1.0000,
2014-12349,2015,FIRST,MATH 26,EF-2R,3,,8,1.0000,
2014-12349,2015,FIRST,ENSC 10a,2L,2,,9,1.0000,
2014-28596,2015,FIRST,NSTP 1,FR-EF,0,,1,1.0000,
2014-28596,2015,FIRST,MATH 17,A-1R,5,,2,1.0000,
2014-28596,2015,FIRST,ECON 11,C-4R,3,,3,1.0000,
2014-28596,2015,FIRST,ENG 2(AH),F-6R,3,,4,1.0000,
2014-28596,2015,FIRST,NASC 2(MST),G,3,,5,1.0000,
2014-28596,2015,FIRST,SOC 10,V,3,,6,1.0000,
2013-13905,2015,FIRST,NSTP 1,EN1,0,,1,1.0000,
2013-13905,2015,FIRST,ENG 1(AH),G-4R,3,,3,1.0000,
2013-13905,2015,FIRST,MATH 14,S-4R,3,,4,1.0000,
2013-13905,2015,FIRST,FBS 21,A-6L,4,,5,1.0000,
2013-13905,2015,FIRST,STAT 1,D-2L,3,,6,1.0000,
2013-13905,2015,FIRST,SOSC 3(SSP),Y-1R,3,,7,1.0000,
2013-13905,2015,FIRST,SPCM 1(AH),F-1R,3,,8,1.0000,
2014-12775,2015,FIRST,NSTP 1,AS4,0,,1,1.0000,
2014-12775,2015,FIRST,CMSC 21,UV-5L,3,,3,1.0000,
2014-12775,2015,FIRST,CMSC 57,T-3L,3,,4,1.0000,
2014-12775,2015,FIRST,STAT 1,AB-4L,3,,5,1.0000,
2014-12775,2015,FIRST,NASC 5(MST),W-4R,3,,6,1.0000,
2014-12775,2015,FIRST,MATH 26,EF-4R,3,,7,1.0000,
2014-12775,2015,FIRST,CMSC 22,WX-6L,3,,8,1.0000,
2011-04341,2015,FIRST,FIL 20,Z,3,,1,1.0000,
2011-04341,2015,FIRST,SOSC 3(SSP),Y-4R,3,,2,1.0000,
2011-04341,2015,FIRST,BOT 20,ST-2L,3,,3,1.0000,
2011-04341,2015,FIRST,MATH 26,W-1R,3,,4,1.0000,
2011-04341,2015,FIRST,PHYS 3,E-2L,3,,5,1.0000,
2011-04341,2015,FIRST,STAT 1,S-9L,3,,6,1.0000,
2014-44478,2015,FIRST,NSTP 1,AS1,0,,1,1.0000,
2014-44478,2015,FIRST,CHEM 15.0,G,3,,3,1.0000,
2014-44478,2015,FIRST,CHEM 15.1,25L+,2,,4,1.0000,
2014-44478,2015,FIRST,ENSC 10a,5L,2,,5,1.0000,
2014-44478,2015,FIRST,ENG 1(AH),E-1R,3,,6,1.0000,
2014-44478,2015,FIRST,MATH 36,H-4R,5,,7,1.0000,
2010-54612,2015,FIRST,MGT 1,X-2L,3,,1,1.0000,
2013-40864,2015,FIRST,NSTP 1,VM,0,,1,1.0000,
2013-40864,2015,FIRST,ENSC 21,T,3,,2,1.0000,
2013-40864,2015,FIRST,CHEM 160,X,3,,3,1.0000,
2013-40864,2015,FIRST,EE 1,YZ-5L,3,,4,1.0000,
2013-40864,2015,FIRST,MCB 1,U-2L,3,,5,1.0000,
2013-40864,2015,FIRST,SPCM 1(AH),W-5R,3,,6,1.0000,
2013-40864,2015,FIRST,ENSC 10a,3L,2,,8,1.0000,
2013-40864,2015,FIRST,ENSC 11,E,3,,0,0.0000,
2013-98402,2015,FIRST,NSTP 1,AS4,0,,1,1.0000,
2013-98402,2015,FIRST,ENG 1(AH),W1-6R,3,,2,1.0000,
2013-98402,2015,FIRST,HUME 10(SSP),U-1R,3,,3,1.0000,
2013-98402,2015,FIRST,ECON 11,C-5R,3,,4,1.0000,
2013-98402,2015,FIRST,ANSC 1,S-8L,3,,5,1.0000,
2013-98402,2015,FIRST,SPCM 1(AH),B-3R,3,,6,1.0000,
2012-61634,2015,FIRST,PHYS 3,E-2L,3,,2,1.0000,
2012-61634,2015,FIRST,HUM 2(AH),X2-3R,3,,3,1.0000,
2012-61634,2015,FIRST,AGRI 111,B-3L,3,,4,1.0000,
2012-61634,2015,FIRST,HUM 3(AH),W,3,,5,1.0000,
2012-61634,2015,FIRST,ENG 2(AH),Y-3R,3,,7,1.0000,
2012-61634,2015,FIRST,SPCM 1(AH),Y-6R,3,,0,0.0000,
2012-61634,2015,FIRST,STAT 1,ST-7L,3,,0,0.0000,
2013-29354,2015,FIRST,NSTP 1,AS4,0,,2,1.0000,
2013-29354,2015,FIRST,FST 130,ST-4L,3,,3,1.0000,
2013-29354,2015,FIRST,MCB 180,B-3L,3,,4,1.0000,
2013-29354,2015,FIRST,STAT 1,H-2L,3,,5,1.0000,
2013-29354,2015,FIRST,CHEM 160,D,3,,6,1.0000,
2013-29354,2015,FIRST,HIST 2(SSP),T-5R,3,,7,1.0000,
2013-29354,2015,FIRST,ENG 2(AH),U-1R,3,,8,1.0000,
2011-10805,2015,FIRST,ENG 106,U,3,,2,1.0000,
2011-10805,2015,FIRST,HIST 1(SSP),V1-1R,3,,3,1.0000,
2011-10805,2015,FIRST,COMA 192,G,3,,4,1.0000,
2013-71220,2015,FIRST,NSTP 1,VM,0,,2,1.0000,
2013-71220,2015,FIRST,SPCM 1(AH),G-6R,3,,3,1.0000,
2013-71220,2015,FIRST,BIO 30,A-4L,3,,4,1.0000,
2013-71220,2015,FIRST,STAT 1,S-6L,3,,5,1.0000,
2013-71220,2015,FIRST,BIO 150,U-1L,3,,6,1.0000,
2013-71220,2015,FIRST,BOT 3,AB-7L,3,,7,1.0000,
2013-71220,2015,FIRST,ZOO 3,ST-2L,3,,8,1.0000,
2012-19680,2015,FIRST,HUM 3(AH),F,3,,1,1.0000,
2012-19680,2015,FIRST,AECO 141,C-2L,3,,2,1.0000,
2012-19680,2015,FIRST,ENG 2(AH),U-1R,3,,3,1.0000,
2012-19680,2015,FIRST,PHYS 3,X-6L,3,,4,1.0000,
