stdno,allowedunits,currentunitsenlisted
2014-99161,19,0
2013-70284,18,0
2013-49164,20,20
2012-29761,21,21
2013-98431,21,0
2013-46234,18,18
2014-48259,20,20
2011-32122,19,14
2014-23841,20,20
2012-49761,19,15
2009-26516,19,8
2013-10459,18,18
2013-60680,18,18
2014-51559,19,18
2011-03740,21,18
2012-64996,18,18
2014-00613,17,17
2014-27833,20,20
2013-06175,21,21
2014-72566,20,20
2013-10679,21,21
2011-18149,19,12
2014-70854,19,19
2014-98783,19,19
2014-05851,17,15
2014-47629,19,18
2013-41184,21,19
2014-32871,19,19
2013-26555,21,21
2012-46010,19,19
2012-23763,19,18
2013-68650,21,21
2014-12658,18,18
2014-48581,20,20
2011-48437,21,9
2014-77946,19,19
2009-24899,20,18
2013-06449,18,18
2009-18166,19,0
2013-26268,20,20
2011-46480,20,5
2014-08478,18,18
2014-38308,20,20
2014-35013,19,17
2013-59655,18,18
2014-33870,18,18
2011-31575,19,6
2014-62257,18,18
2008-30845,19,3
2013-27036,19,18
2013-43740,20,20
2013-06992,23,18
2013-05224,21,21
2012-18337,19,10
2014-41117,18,18
2012-37395,19,15
2011-53951,18,12
2014-55423,21,21
2011-23303,18,3
2008-24939,16,4
2013-98340,18,18
2013-23863,18,18
2014-63302,17,15
2014-72668,19,19
2011-22127,15,9
2012-14499,18,13
2014-72723,21,21
2013-06900,18,18
2013-46979,18,18
2014-98794,20,20
2011-26456,24,20
2014-71646,19,19
2011-97531,16,3
2013-11633,21,19
2012-19118,18,6
2010-43452,19,0
2011-44350,20,10
2014-71011,18,18
2014-70517,18,18
2013-16608,19,17
2012-20326,21,0
2011-05685,21,6
2010-43376,19,0
2013-08750,21,21
2013-05617,20,20
2011-97313,21,16
2014-67635,18,18
2013-08049,19,18
2013-98341,18,18
2012-22736,17,15
2014-34307,19,19
2013-98342,18,0
2011-97314,21,18
2013-67984,19,18
2010-58113,18,18
2014-45766,18,18
2011-49533,21,19
2012-25230,17,15
2012-28526,18,18
2012-37624,19,18
2012-52380,18,12
2014-28553,19,19
2013-41014,20,19
2013-05405,18,18
2011-48708,18,7
2014-29189,19,18
2012-28665,20,16
2014-09413,18,18
2012-71612,18,18
2014-65084,18,15
2013-64867,21,21
2012-65984,21,21
2011-48370,20,10
2011-64385,21,3
2014-98755,17,17
2013-66980,21,21
2014-09395,18,18
2012-19159,18,18
2012-15859,23,19
2013-43299,21,21
2013-68156,18,18
2013-72944,18,15
2012-47365,21,21
2008-16078,20,15
2014-08271,18,18
2012-25909,19,17
2013-27778,21,21
2011-48970,20,17
1996-59955,18,10
2014-33162,17,17
2008-08292,19,3
2009-35132,19,15
2011-45442,18,17
2013-05406,20,20
2006-35274,17,3
2011-32859,18,18
2014-26355,20,20
2013-08819,21,19
2011-51586,19,9
2012-29762,21,21
2013-29959,23,23
2012-07024,20,20
2013-67839,20,20
2011-49574,20,11
2012-17210,18,9
2011-21465,20,18
2013-68224,18,15
2007-65892,21,12
2014-10951,20,20
2012-17646,21,18
2013-06529,18,18
2012-48791,18,13
2013-29904,23,21
2014-98799,20,20
2012-62093,21,21
2012-19618,17,15
2014-72741,20,19
2013-06509,18,15
2012-08019,21,0
2010-04903,18,6
2014-28374,19,19
2010-24728,18,17
2013-70029,20,20
2013-18411,21,21
2012-35502,23,13
2011-14938,20,3
2013-20848,18,18
2010-97053,21,14
2013-17324,18,0
2013-65929,18,18
2012-23206,18,18
2012-54008,21,21
2014-98793,19,19
2014-00023,19,19
2012-37809,17,15
2014-51769,18,18
2009-17752,19,1
2012-17982,21,21
2012-04373,19,16
2014-72400,21,21
2012-07451,19,13
2014-32417,18,18
2009-16894,20,20
2014-98877,16,16
2014-33217,17,17
2012-10842,19,18
2013-45686,18,18
2012-69907,17,15
2013-59666,20,20
2007-62006,20,18
2014-10195,18,15
2013-44035,17,7
2013-06638,21,21
2012-19335,18,18
2008-96233,18,15
2014-48800,21,21
2014-09419,19,19
2014-84208,19,19
2011-27278,19,3
2011-28528,21,12
2014-57055,19,19
2010-12419,19,16
2013-98344,21,21
2012-98093,18,18
2013-09186,17,17
2012-37378,19,17
2013-02535,21,21
2013-02536,18,18
2011-08784,19,13
2013-06803,21,19
2014-42170,19,19
2014-72630,19,19
2010-97027,19,0
2011-62079,17,15
2011-48337,19,12
2013-98224,16,6
2014-09439,18,18
2010-19921,20,20
2014-42348,19,19
2014-72560,18,18
2014-09468,18,18
2014-42349,19,19
2011-48813,18,18
2013-64872,18,18
2014-29718,18,18
2013-65203,20,18
2012-01809,18,0
2013-08932,21,21
2013-68225,17,17
2011-48831,18,8
2011-28951,16,0
2011-48731,20,11
2013-08144,21,21
2012-58753,18,15
2013-40832,20,18
2014-71393,18,18
2010-43685,18,12
2012-97932,19,19
2014-98875,16,14
2011-18664,16,0
2013-09108,18,18
2011-48832,18,6
2013-98225,15,3
2013-98226,16,12
2014-70979,18,18
2011-62649,20,9
2013-08611,21,20
2012-37850,21,21
2011-97485,18,21
2010-96919,18,6
2014-51626,17,17
2014-72066,17,17
2013-68226,18,0
2014-71391,19,15
2013-31024,18,18
2014-23551,18,15
2014-09011,19,19
2013-06834,18,18
2012-15578,18,18
2014-25332,18,18
2014-04110,19,19
2011-62127,18,18
2013-56443,18,18
2013-07533,17,15
2013-98345,20,18
2014-26774,18,18
2014-09239,18,18
2012-18873,23,14
2012-68589,18,18
2012-19870,21,16
2009-17247,18,18
2013-64089,18,18
2014-47659,19,19
2014-38842,17,17
2012-37849,18,12
2013-06721,18,18
2013-62585,18,18
2014-98720,19,19
2014-20692,19,18
2013-01658,18,15
2011-62126,20,0
2014-59507,19,19
2013-68263,21,21
2013-37828,19,17
2013-06516,18,18
2013-98579,18,18
2010-04493,18,18
2011-06719,18,6
2012-14094,18,13
2013-98227,16,6
2014-71167,20,20
2014-09397,18,18
2012-18755,21,15
2012-06997,18,18
2012-97933,21,21
2014-05399,20,20
2012-19284,20,20
2013-51302,20,20
2013-68227,18,18
2014-53753,18,18
2013-08397,18,17
2012-72422,20,20
2012-28527,17,15
2011-27056,18,18
2010-42101,21,18
2003-24250,19,0
2006-48638,16,0
2014-08100,18,18
2013-71334,21,21
2011-27341,19,9
2014-98742,18,18
2011-40847,18,12
2014-30311,18,17
2012-16134,20,16
2012-25155,18,9
2006-81590,18,15
2013-11920,18,18
2014-44765,20,20
2011-23779,19,0
2012-10062,20,18
2014-82983,19,19
2014-98878,16,13
2010-34454,19,9
2014-30020,19,19
2014-40849,18,18
2012-65994,18,13
2013-09397,20,20
2012-17297,21,21
2013-72480,21,21
2014-05773,17,15
2011-12973,20,15
2013-05410,21,21
2011-41118,18,18
2014-08779,19,19
2012-19988,18,9
2012-59079,20,20
2012-01079,19,15
2012-48161,18,15
2013-06797,18,18
2014-70262,21,20
2011-18495,21,21
2012-13727,19,18
2006-64899,18,3
2012-02695,21,21
2012-17623,21,16
2014-08078,18,18
2010-39044,20,20
2013-98346,18,18
2012-37186,19,18
2014-01059,18,18
2010-13447,16,10
2014-41350,18,18
2013-30534,20,18
2013-30535,23,22
2010-97209,21,9
2012-37411,19,18
2011-97532,18,4
2013-38254,19,17
2010-96920,21,21
2010-26673,20,18
2013-09021,21,21
2014-73213,21,20
2014-05857,19,19
2010-32400,18,15
2013-08830,21,19
2012-37397,18,18
2010-21495,19,5
2014-27435,18,18
2010-57054,18,6
2012-16904,18,16
2012-06468,19,19
2014-08778,19,19
2012-42503,21,0
2014-42337,19,19
2012-29583,18,15
2008-09301,18,4
2014-05774,17,15
2014-06929,18,18
2013-29905,18,18
2010-02669,21,11
2010-51078,21,3
2014-33432,20,19
2012-38166,21,19
2011-28532,18,6
2014-48578,19,19
2010-40747,18,9
2014-14728,17,17
2014-22050,17,17
2012-14605,18,6
2010-08621,18,7
2013-09906,20,18
2013-01994,18,18
2012-47882,18,11
2011-26628,16,15
2012-17650,20,9
2013-70839,20,18
2013-29433,18,18
2012-38478,18,18
2013-18412,18,18
2013-61163,19,14
2014-52169,17,15
2013-27807,21,21
2011-72201,21,12
2013-03214,18,18
2014-14092,21,21
2012-15751,19,17
2012-97935,18,12
2009-08918,18,15
2014-60277,19,19
2013-58957,18,18
2009-30091,18,11
2011-19542,18,4
2013-25301,20,20
2012-34845,21,21
2013-18413,21,21
2013-70880,23,23
2014-08615,19,19
2012-09042,21,0
2013-98347,21,21
2014-70952,20,20
2011-11683,16,12
2014-61679,18,18
2012-17366,17,15
2013-16826,21,18
2013-08746,18,18
2014-71945,20,20
2013-04666,18,18
2012-47286,21,14
2011-62174,20,8
2014-41173,20,20
2012-17905,19,19
2013-34838,21,21
2013-41013,18,0
2011-20894,18,18
2011-54906,20,18
2014-48935,19,19
2014-77084,20,20
2013-39031,21,21
2012-71086,19,19
2014-84039,21,21
2013-30938,17,17
2014-14094,18,17
2013-39322,20,20
2012-11292,18,6
2010-00267,19,16
2011-33009,18,9
2014-40851,18,18
2014-72260,20,20
2012-47168,18,3
2013-30730,17,17
2011-49001,21,13
2014-43233,18,18
2014-26151,18,18
2012-07802,18,18
2012-30765,20,19
2012-49764,18,8
2012-59382,21,18
2014-53229,18,18
2013-09008,18,18
2012-15848,21,20
2012-37887,12,12
2013-06363,23,23
2012-13276,19,12
2012-38578,19,17
2014-09445,20,20
2011-27706,21,0
2012-06698,19,19
2014-70492,18,18
2010-15174,21,18
2012-18189,18,18
2013-98229,16,9
2013-07828,19,18
2014-65058,19,17
2014-73884,18,18
2012-39407,20,20
2014-78455,18,18
2014-08945,18,16
2010-13270,18,15
2007-96011,17,0
2014-76506,19,19
2013-08053,21,21
2011-21406,18,0
2012-07713,18,15
2011-50392,18,3
2014-70715,18,18
2014-70746,19,19
2011-97564,21,21
2014-72455,17,17
2012-66157,21,9
2011-97553,21,0
2010-29056,19,9
2014-83970,20,18
2012-29610,21,18
2008-38003,18,15
2013-15621,23,23
2014-57059,20,20
2011-04809,19,3
2010-00216,21,12
2014-26660,19,18
2013-20585,18,18
2011-62128,20,20
2013-68071,21,21
2014-20655,18,18
2013-10325,21,21
2011-11912,18,6
2012-53464,20,20
2012-40762,21,21
2012-19244,18,18
2014-08748,17,17
2011-48789,19,0
2014-72303,18,18
2011-65247,18,12
2011-97347,21,20
2014-16534,20,20
2014-71974,20,19
2001-55045,21,13
2014-44978,17,16
2012-37621,19,19
2012-59999,18,15
2014-48713,20,20
2014-24521,20,20
2009-19528,18,3
2010-19926,19,3
2010-28399,18,18
2010-36592,21,16
2013-09811,18,15
2014-61361,18,18
2012-24766,18,13
2014-60632,17,17
2013-29752,18,18
2013-09214,18,0
2012-19722,21,18
2014-72639,17,17
2013-00863,18,18
2013-10467,21,21
2013-74107,18,15
2011-26399,18,6
2011-65201,21,18
2012-19211,21,10
2014-20594,18,18
2012-61937,23,21
2013-67093,21,21
2011-36853,20,2
2013-74110,21,21
2014-00645,20,19
2014-48769,21,21
2011-12192,17,3
2013-41991,23,23
2014-41852,18,18
2012-61691,20,11
2014-15820,20,19
2011-22444,20,6
2011-97651,19,14
2013-98349,20,18
2012-97936,18,18
2014-32185,20,19
2012-06195,19,19
2013-09408,18,18
2013-09734,21,21
2014-40763,18,18
2011-97325,21,21
2013-11307,17,17
2014-35714,20,20
2012-19361,20,16
2010-58470,22,20
2013-30111,20,19
2013-56502,23,23
2013-07389,21,21
2011-48571,19,17
2012-00821,19,18
2013-30142,20,20
2009-09871,16,7
2012-97819,16,9
2014-08642,18,18
2010-07773,18,3
2012-04375,21,20
2010-42649,19,3
2014-72724,18,17
2011-40201,21,21
2011-08808,18,18
2013-71380,18,18
2013-72482,23,23
2014-98882,16,14
2013-13053,18,17
2012-02696,18,9
2012-46101,17,15
2014-06675,20,20
2011-97334,21,21
2014-12165,18,18
2013-08149,20,20
2011-31774,21,19
2014-25863,18,18
2012-19844,19,17
2014-55117,18,18
2011-28540,12,12
2008-68857,19,4
2011-33548,20,3
2013-98622,18,17
2011-07468,19,18
2014-47660,19,17
2012-97938,21,12
2014-69432,19,19
2011-33539,18,18
2014-53693,18,18
2007-66013,21,13
2009-17554,18,12
2013-36476,18,15
2013-16222,21,21
2006-12182,17,11
2013-29119,18,18
2013-09929,20,20
2014-98707,18,17
2013-14517,21,21
2012-29207,17,15
2012-12730,18,18
2014-72267,18,21
2014-10152,19,19
2012-02843,18,13
2013-24380,21,21
2014-26990,19,19
2008-01882,21,19
2012-41633,18,14
2014-40782,19,19
2012-05330,18,13
2012-61697,21,0
2014-01816,18,18
2010-03822,18,12
2012-37413,18,12
2014-72426,18,18
2014-65852,20,20
2014-00289,19,18
2013-06674,17,17
2013-10758,17,17
2013-24719,20,18
2013-08178,18,0
2012-22066,18,9
2013-16679,21,21
2013-02236,18,18
2012-13341,20,20
2014-31625,19,19
2012-03116,21,12
2014-72388,19,18
2011-22170,21,9
2013-43495,23,19
2012-12034,21,0
2013-11833,21,21
2014-48679,18,18
2014-26951,20,20
2014-19881,19,19
2010-42086,21,19
2012-31198,18,15
2012-17533,21,0
2004-39647,18,18
2014-23554,19,19
2014-31650,18,18
2013-63068,21,21
2012-01247,18,3
2012-19521,19,12
2014-84047,18,18
2011-22042,21,0
2014-72513,17,17
2009-17093,18,6
2014-26776,19,19
2012-18294,18,3
2012-62825,21,12
2002-49106,19,6
2014-71745,18,18
2014-60905,18,18
2012-07506,18,18
2012-48275,20,18
2011-62499,16,3
2013-37694,19,19
2011-42043,21,18
2011-08786,19,13
2014-21384,17,17
2009-37831,20,9
2012-18634,19,10
2012-27133,23,19
2014-53918,21,21
2011-50947,18,3
2011-46532,19,18
2014-22157,17,17
2012-97945,18,6
2011-97480,18,3
2013-39717,17,17
2012-37436,19,16
2010-19939,21,3
2013-61871,18,18
2008-62163,21,6
2014-19882,19,19
2012-14951,19,17
2014-35419,18,18
2012-43864,21,7
2012-02744,20,17
2011-20036,16,0
2014-32426,18,15
2012-69901,19,17
2012-17624,21,21
2014-41124,18,18
2013-15286,18,18
2012-47719,21,12
2010-39287,18,9
2012-34969,18,18
2014-26777,18,18
2007-22526,21,6
2014-05521,19,18
2011-24633,20,14
2011-56627,18,3
2009-36089,20,10
2013-08277,18,18
2014-83000,20,19
2013-32661,21,21
2014-43480,20,19
2014-43209,20,20
2013-98351,21,21
2008-05299,21,3
2012-28892,17,15
2013-11291,21,21
2014-05861,19,19
2013-40846,21,21
2013-09128,18,18
2012-63519,19,17
2012-10737,21,9
2011-02975,18,18
2014-98883,16,16
2011-62029,19,0
2013-49693,21,21
2010-19178,21,12
2011-31068,19,10
2014-51656,18,18
2008-09751,20,3
2013-98352,18,18
2006-95679,21,19
2011-04665,19,15
2013-68110,20,20
2014-72348,21,21
2014-70186,18,17
2011-64189,18,18
2013-08493,18,18
2014-08103,20,20
2014-09398,20,20
2013-09661,21,21
2012-17985,20,16
2013-00749,21,18
2011-62205,20,9
2010-57251,18,18
2014-42351,18,18
2009-58108,21,9
2014-81834,20,20
2013-55300,20,18
2014-62014,19,18
2009-96593,18,6
2013-01239,21,21
2009-57505,18,18
2013-20496,18,15
2011-62456,19,11
2012-77421,19,18
2012-37244,19,17
2011-46227,16,0
2014-24192,18,18
2013-52486,20,20
2014-72742,19,19
2012-47880,21,21
2013-10896,18,18
2014-98772,18,18
2013-63433,19,0
2013-30941,18,0
2013-28572,18,18
2013-29961,19,17
2012-18848,21,21
2011-33923,20,6
2013-40616,20,18
2012-38410,21,20
2011-21205,17,15
2014-98981,18,18
2014-46138,18,18
2012-13373,21,21
2014-13529,19,19
2013-55302,18,18
2014-29730,18,18
2012-16939,18,12
2013-12704,20,20
2012-43209,21,10
2013-45846,19,18
2010-96922,21,19
2008-35914,19,6
2014-77380,19,19
2012-37596,18,9
2014-40856,19,19
2012-97941,18,18
2013-06419,21,21
2012-19867,18,18
2013-37688,17,17
2013-36740,23,20
2013-05420,20,20
2014-14731,20,20
2012-38757,21,21
2012-77305,19,9
2012-38955,18,18
2013-07429,21,21
2011-22449,20,16
2013-74096,21,21
2012-17988,18,13
2014-18109,21,21
2012-30304,18,12
2013-07457,20,20
2014-09437,20,20
2011-22089,18,18
2014-35121,17,17
2010-97045,21,4
2010-97049,21,18
2010-57242,20,18
2005-24582,20,9
2012-04449,20,20
2014-72301,18,18
2011-63548,18,18
2013-05909,17,16
2014-43743,21,18
2012-38455,21,15
2014-98884,16,16
2008-37447,21,18
2014-09399,21,21
2013-08927,18,18
2011-16491,18,18
2013-52053,19,18
2011-49141,20,19
2013-56985,17,17
2013-06886,23,21
2013-09022,18,18
2012-15223,21,18
2013-68073,20,13
2012-97820,16,7
2013-07659,21,21
2014-98790,19,19
2013-11430,17,17
2012-48452,17,17
2014-70034,18,17
2014-98885,16,12
2012-52554,18,13
2012-52553,20,19
2014-71928,18,17
2014-47430,18,18
2012-47356,20,20
2012-02342,23,19
2010-55650,19,10
2012-38345,20,19
2011-56702,20,11
2013-09663,18,18
2012-51627,19,19
2012-05436,21,16
2011-42878,21,20
2013-61285,20,18
2013-98230,16,10
2012-37907,21,13
2011-18669,21,10
2012-08343,21,19
2011-28848,20,2
2012-19104,18,15
2014-09010,18,18
2012-51182,19,18
2013-08678,21,21
2014-71837,19,19
2011-25398,18,3
2012-04451,19,17
2014-05779,17,17
2014-72202,18,18
2012-60002,18,9
2011-04783,18,0
2010-24944,19,12
2013-48220,21,21
2012-97942,18,15
2012-16116,19,15
2014-98824,18,18
2014-71147,18,18
2012-39654,18,15
2014-63426,18,18
2014-30949,19,19
2014-45261,21,21
2013-07868,21,21
2014-23045,17,17
2014-21147,18,15
2013-11361,18,18
2014-41529,18,18
2013-08445,18,15
2013-08670,18,0
2014-08272,21,19
2011-05005,18,4
2012-17768,18,18
2010-31662,16,10
2012-29211,20,19
2011-51767,21,18
2009-47229,17,9
2014-41127,18,18
2014-41128,18,18
2013-28546,21,21
2013-09765,18,18
2014-28558,19,19
2012-17306,18,18
2013-32436,18,18
2010-42760,21,13
2010-29722,21,18
2012-12269,18,12
2013-55306,18,18
2014-71913,18,18
2014-38801,20,20
2013-42255,19,15
2014-98888,16,16
2013-41681,21,21
2013-68075,18,18
2014-14746,18,18
2014-69314,21,20
2013-41612,18,18
2014-11690,17,17
2009-60330,19,0
2013-22076,18,15
2014-14733,19,19
2014-71853,19,19
2009-05809,21,6
2011-27016,16,0
2012-29215,20,20
2009-18244,21,19
2013-09009,21,21
2014-00215,22,6
2012-51178,20,19
2011-34153,18,18
2010-52514,22,16
2012-17192,19,17
2013-23868,20,18
2011-62347,18,16
2014-84230,18,18
2013-20187,21,21
2014-68100,18,18
2012-20998,19,18
2012-59452,19,17
2010-51831,19,8
2012-21605,18,16
2012-04163,19,18
2012-37357,21,21
2012-37811,21,21
2010-18275,21,18
2012-97943,18,18
2014-53500,20,19
2014-72483,21,21
2014-98890,16,16
2013-36170,21,21
2014-49092,19,19
2014-41130,18,18
2013-57273,18,18
2012-53012,18,18
2011-28152,12,6
2012-66467,19,14
2006-39587,20,20
2014-72694,20,20
2013-03385,18,18
2014-30621,21,21
2008-96234,21,19
2012-11200,18,13
2009-55299,19,9
2011-72194,21,21
2011-49809,21,0
2006-61760,19,6
2010-17329,19,0
2012-15030,21,16
2011-57026,16,0
2014-08037,18,18
2009-17440,17,3
2012-31200,19,10
2011-49430,20,8
2012-18822,23,15
2012-36957,19,19
2012-38482,19,13
2012-17656,18,6
2013-98231,16,15
2014-08135,18,18
2013-09766,21,21
2012-67126,21,19
2010-12519,16,0
2011-48835,19,3
1996-39871,17,0
2014-84167,19,17
2011-50807,19,18
2013-22429,18,0
2011-04764,19,10
2013-59714,18,18
2014-35169,21,21
2014-99171,18,18
2010-43707,20,18
2011-21207,21,13
2014-36211,20,20
2011-65117,24,17
2014-09425,19,19
2014-71369,18,18
2013-54412,23,22
2013-46168,17,15
2014-60696,19,19
2014-09642,17,17
2010-96923,18,9
2010-10932,20,19
2011-11782,21,0
2012-56428,21,9
2014-02152,18,18
2013-08394,18,18
2007-04467,18,18
2012-66644,18,18
2012-17625,18,18
2014-48576,18,17
2013-08984,18,15
2011-46485,19,0
2009-62483,21,9
2011-27926,20,15
2014-98743,18,18
2010-25769,21,21
2011-32945,16,0
2013-98357,21,21
2012-47466,18,12
2014-11736,17,17
2014-49096,21,21
2011-56707,19,12
2013-66337,20,19
2012-38461,18,18
2014-71839,19,17
2011-62109,21,21
2010-16041,18,18
2014-78689,21,21
2011-11747,18,18
2010-35835,19,8
2012-70810,17,17
2014-22175,17,17
2013-98358,18,15
2012-08040,19,19
2013-30943,23,23
2012-65548,23,16
2014-08766,19,19
2013-98359,18,18
2014-60944,20,20
2010-04387,21,16
2011-04751,21,21
2014-24367,18,18
2006-20675,17,0
2010-96924,21,20
2011-34411,18,9
2010-34406,20,14
2013-52887,18,18
2014-09431,20,20
2012-98084,17,16
2014-62571,18,18
2012-59323,18,13
2011-56708,19,4
2013-71187,19,19
2013-98360,18,18
2014-23106,18,18
2008-15574,20,18
2012-16940,21,20
2014-43808,21,19
2012-18159,21,19
2014-08033,20,20
2013-52054,18,15
2014-27107,20,19
2011-97504,17,0
2014-10846,18,18
2014-98725,19,19
2012-31370,17,15
2012-14988,18,3
2013-56964,20,20
2014-24272,18,18
2010-96926,21,21
2011-48721,21,6
2013-19205,21,21
2012-28543,19,14
2011-21623,19,11
2014-98891,16,16
2013-46890,18,18
2011-33967,21,3
2011-31736,18,3
2012-45243,18,18
2012-00273,21,20
2013-12379,21,21
2014-00753,19,19
2012-02126,19,8
2013-48425,20,18
2014-21769,19,16
2014-51174,18,15
2014-62185,18,18
2012-30388,19,18
2014-07871,19,19
2013-36285,18,18
2012-97944,23,10
2013-98691,18,18
2006-31908,15,6
2012-19334,19,17
2008-35094,20,20
2012-17309,18,9
2014-78762,19,19
2013-98361,21,21
2013-35619,18,0
2013-45540,18,18
2013-98233,16,9
2014-72725,19,19
2013-51884,18,15
2014-22115,18,18
2014-42196,18,18
2013-01798,17,16
2014-24364,19,19
2012-38882,19,17
2014-01136,19,18
2010-41952,21,19
2013-09443,18,0
2012-38411,18,18
2014-63332,21,21
2013-75904,21,21
2012-07153,18,18
2009-10925,21,12
2014-71879,18,18
2014-10172,18,15
2011-97329,21,19
2014-72669,18,18
2013-52558,18,9
2013-98362,23,23
2013-98619,20,18
2014-09318,19,19
2012-59390,17,12
2012-32222,21,21
2011-54223,20,16
2011-29710,19,13
2014-00358,18,18
2014-62947,19,19
2013-98234,16,9
2012-13441,21,19
2011-97356,21,20
2013-08468,18,18
2013-34094,20,18
2010-36504,21,19
2002-65737,21,6
2013-42748,18,18
2008-16436,13,0
2013-12674,17,15
2014-34640,18,18
2012-61595,17,15
2013-00721,18,0
2014-62963,18,18
2014-48424,18,16
2012-24364,20,19
2012-16956,21,18
2011-32098,20,18
2012-33579,19,12
2010-56289,17,9
2013-01378,18,18
2011-30049,18,4
2014-06798,21,21
2011-18356,18,15
2013-68114,20,20
2014-09416,18,18
2011-36938,18,15
2014-10445,18,18
2007-19639,18,16
2013-02925,21,21
2009-19296,19,1
2013-68234,21,21
2014-24520,19,19
2013-25840,18,18
2013-98235,16,12
2014-00809,20,20
2014-72440,20,20
2014-72318,18,18
2014-45875,18,18
2010-19829,21,16
2010-54696,19,15
2014-18480,20,19
2013-26197,20,20
2011-57656,18,18
2014-34102,19,19
2012-97946,18,18
2013-24746,18,18
2011-36425,20,19
2010-08153,21,3
2010-19830,20,16
2012-19148,18,18
2014-09494,20,19
2014-00988,21,21
2011-72045,18,3
2013-09908,18,18
2014-45862,21,21
2011-27275,16,16
2010-54649,19,7
2006-55210,16,15
2014-40095,17,15
2012-09179,21,15
2009-48469,18,16
2011-62202,16,0
2011-00848,18,6
2013-05471,20,20
2014-72726,21,21
2014-60379,20,19
2013-08902,18,18
2013-98363,21,21
2013-68076,23,23
2012-69895,19,11
2013-56714,18,18
2014-36149,19,19
2010-19831,21,16
2012-05562,18,18
2012-00932,23,21
2013-01782,23,22
2012-08613,17,15
2013-59724,20,20
2013-01695,18,0
2012-51561,18,18
2014-29735,18,18
2009-29180,18,12
2011-07640,21,20
2014-72456,18,18
2011-97479,18,6
2012-29780,19,17
2013-22967,21,19
2007-13888,19,0
2014-08067,18,18
2014-73226,18,18
2014-30611,18,18
2013-52056,18,18
2014-02723,19,19
2013-98236,18,18
2014-08110,21,19
2010-43763,20,18
2013-06146,18,18
2013-08346,18,0
2008-23903,18,0
2012-20685,18,12
2013-03201,18,15
2010-41497,20,5
2012-19895,19,18
2013-12712,20,18
2014-24366,20,20
2014-98784,19,18
2013-49431,21,21
2011-11153,21,0
2013-05736,18,18
2011-22530,17,6
2012-97947,20,18
2008-20020,21,13
2012-21100,19,19
2012-19739,21,19
2014-71306,20,18
2009-60111,18,13
2012-37953,21,18
2014-48779,18,11
2013-16898,18,18
2011-18381,19,13
2012-19203,21,19
2014-98894,16,16
2012-08043,19,19
2014-98801,20,19
2012-38454,18,18
2014-04427,20,20
2011-62185,24,20
2013-06500,21,21
2012-01065,17,15
2010-06030,18,10
2011-09167,18,15
2012-51635,21,18
2014-63457,18,16
2014-46354,19,19
2013-15624,21,18
2013-19814,23,23
2011-46489,19,18
2013-06423,19,17
2009-19243,20,20
2011-97654,21,16
2014-27451,20,19
2012-19651,18,18
2012-20089,18,13
2014-63458,19,19
2013-26699,18,18
2011-25850,21,15
2013-74812,18,18
2013-45542,18,17
2013-98366,23,23
2014-14100,20,19
2013-56987,18,15
2014-72390,19,17
2011-97452,21,21
2014-65712,18,18
2008-36552,20,20
2014-26909,20,20
2013-61723,18,18
2013-98365,21,21
2011-12076,18,18
2013-98367,23,23
2013-45867,18,18
2013-26636,23,19
2013-98553,18,18
2014-48480,21,21
2012-48284,21,17
2012-51256,18,12
2011-22034,20,18
2012-27938,18,18
2011-05285,19,3
2011-07642,21,24
2013-04701,21,21
2014-12554,17,17
2012-00207,21,21
2014-06266,18,15
2013-04619,20,20
2013-34142,18,15
2014-14736,19,19
2011-42510,20,18
2013-20378,18,18
2012-38485,19,10
2014-30290,20,18
2013-07768,17,17
2012-40070,19,19
2013-04642,21,21
2013-27689,21,21
2013-60696,21,21
2010-97275,21,21
2010-27006,17,3
2009-04631,20,18
2012-37240,21,21
2014-46313,18,18
2013-06147,17,17
2011-46859,20,10
2012-19869,21,21
2012-37824,21,19
2009-19046,19,6
2011-54915,18,18
2011-08787,20,10
2013-02583,17,13
2011-97441,21,15
2014-72748,18,18
2010-97021,19,13
2013-51028,20,13
2012-48008,21,9
2013-72383,20,20
2011-42903,19,18
2013-46488,17,15
2013-43775,21,21
2013-22415,18,18
2014-00189,18,18
2012-38414,21,18
2013-07522,19,15
2014-98708,18,18
2013-09010,17,17
2014-72696,19,19
2014-98897,16,13
2014-19462,18,18
2014-02884,18,16
2014-08851,18,18
2012-57596,18,18
2012-19764,19,13
2012-21106,21,21
2013-36820,18,18
2013-60043,18,18
2014-49399,18,18
2013-37689,20,11
2014-71268,20,20
2014-29985,18,18
2014-99172,18,14
2013-61138,23,22
2012-32934,23,11
2010-97034,18,3
2011-81867,20,20
2014-26117,17,17
2009-96735,19,3
2014-71946,18,17
2011-60017,19,0
2010-09078,16,13
2011-54215,19,14
2013-13576,21,21
2012-51604,18,18
2014-08882,19,18
2013-98368,18,18
2011-97469,18,6
2014-36648,20,20
2012-51107,19,15
2014-16687,19,19
2011-12823,18,15
2014-08740,18,17
2012-18356,21,18
2014-72706,18,18
2006-36236,19,7
2012-38487,19,17
2013-98369,18,18
2011-62201,18,10
2012-37449,18,15
2013-00569,17,17
2011-62304,18,18
2013-04711,23,23
2011-35654,20,8
2011-44408,18,18
2013-01881,20,20
2012-10609,18,6
2012-76484,19,18
2007-65524,21,21
2012-06249,18,12
2011-28567,21,17
2013-07770,20,18
2010-21856,21,21
2012-30392,19,10
2014-24969,17,17
